Date,PALLAD
2000-01-05 00:00:00+00:00,
2000-01-06 00:00:00+00:00,-0.01412559
2000-01-07 00:00:00+00:00,0.03931198
2000-01-10 00:00:00+00:00,0.03606787
2000-01-11 00:00:00+00:00,-0.01148682
2000-01-12 00:00:00+00:00,0.01248063
2000-01-13 00:00:00+00:00,-0.02341908
2000-01-14 00:00:00+00:00,-0.02704747
2000-01-18 00:00:00+00:00,-0.01063239
2000-01-19 00:00:00+00:00,0.02167822
2000-01-20 00:00:00+00:00,0.03909605
2000-01-21 00:00:00+00:00,0.02536657
2000-01-24 00:00:00+00:00,0.05569209
2000-01-25 00:00:00+00:00,0.03381845
2000-01-26 00:00:00+00:00,-0.02786807
2000-01-27 00:00:00+00:00,0.04587395
2000-01-28 00:00:00+00:00,0.01231766
2000-01-31 00:00:00+00:00,-0.00514890
2000-02-01 00:00:00+00:00,0.03372863
2000-02-02 00:00:00+00:00,0.03917836
2000-02-03 00:00:00+00:00,0.04678088
2000-02-04 00:00:00+00:00,0.04336675
2000-02-07 00:00:00+00:00,0.06131586
2000-02-08 00:00:00+00:00,0.14362502
2000-02-09 00:00:00+00:00,0.03635583
2000-02-10 00:00:00+00:00,-0.03460681
2000-02-11 00:00:00+00:00,0.06392943
2000-02-14 00:00:00+00:00,0.02116636
2000-02-15 00:00:00+00:00,0.16857512
2000-02-16 00:00:00+00:00,0.15107687
2000-02-17 00:00:00+00:00,-0.01033517
2000-02-18 00:00:00+00:00,-0.01240007
2000-02-22 00:00:00+00:00,0.33076882
2000-02-23 00:00:00+00:00,-0.23723519
2000-02-24 00:00:00+00:00,-0.05882350
2000-02-25 00:00:00+00:00,-0.02286769
2000-02-28 00:00:00+00:00,0.09398209
2000-02-29 00:00:00+00:00,-0.01574178
2000-03-01 00:00:00+00:00,-0.07649358
2000-03-02 00:00:00+00:00,-0.07050003
2000-03-03 00:00:00+00:00,-0.02722711
2000-03-06 00:00:00+00:00,-0.00021322
2000-03-07 00:00:00+00:00,0.04753481
2000-03-08 00:00:00+00:00,0.11984660
2000-03-09 00:00:00+00:00,-0.04902832
2000-03-10 00:00:00+00:00,0.03763137
2000-03-13 00:00:00+00:00,-0.04307175
2000-03-14 00:00:00+00:00,0.01438393
2000-03-15 00:00:00+00:00,0.02587290
2000-03-16 00:00:00+00:00,0.03984289
2000-03-17 00:00:00+00:00,-0.00863004
2000-03-20 00:00:00+00:00,-0.08922953
2000-03-21 00:00:00+00:00,-0.06920129
2000-03-22 00:00:00+00:00,-0.00922308
2000-03-23 00:00:00+00:00,-0.03104102
2000-03-24 00:00:00+00:00,-0.07498180
2000-03-27 00:00:00+00:00,-0.01073185
2000-03-28 00:00:00+00:00,0.00238780
2000-03-29 00:00:00+00:00,-0.01824782
2000-03-30 00:00:00+00:00,-0.02382117
2000-03-31 00:00:00+00:00,-0.02111734
2000-04-03 00:00:00+00:00,-0.04555411
2000-04-04 00:00:00+00:00,0.03535351
2000-04-05 00:00:00+00:00,0.01109655
2000-04-06 00:00:00+00:00,-0.03278162
2000-04-07 00:00:00+00:00,-0.02410595
2000-04-10 00:00:00+00:00,-0.08311589
2000-04-11 00:00:00+00:00,0.03834506
2000-04-12 00:00:00+00:00,-0.01153693
2000-04-13 00:00:00+00:00,-0.00128056
2000-04-14 00:00:00+00:00,0.07201820
2000-04-17 00:00:00+00:00,-0.01209004
2000-04-18 00:00:00+00:00,0.02628056
2000-04-19 00:00:00+00:00,-0.03729745
2000-04-20 00:00:00+00:00,-0.04269889
2000-04-24 00:00:00+00:00,0.01152985
2000-04-25 00:00:00+00:00,0.04701082
2000-04-26 00:00:00+00:00,-0.01351581
2000-04-27 00:00:00+00:00,0.05510269
2000-04-28 00:00:00+00:00,0.09728170
2000-05-01 00:00:00+00:00,0.03007977
2000-05-02 00:00:00+00:00,-0.09704112
2000-05-03 00:00:00+00:00,-0.01857938
2000-05-04 00:00:00+00:00,-0.01707147
2000-05-05 00:00:00+00:00,-0.01075209
2000-05-08 00:00:00+00:00,-0.00671034
2000-05-09 00:00:00+00:00,0.00183324
2000-05-10 00:00:00+00:00,-0.00193286
2000-05-11 00:00:00+00:00,-0.01992683
2000-05-12 00:00:00+00:00,-0.01485106
2000-05-15 00:00:00+00:00,-0.02070923
2000-05-16 00:00:00+00:00,0.02929220
2000-05-17 00:00:00+00:00,-0.01280614
2000-05-18 00:00:00+00:00,0.00677423
2000-05-19 00:00:00+00:00,0.01458086
2000-05-22 00:00:00+00:00,-0.02882308
2000-05-23 00:00:00+00:00,0.01741026
2000-05-24 00:00:00+00:00,-0.01934616
2000-05-25 00:00:00+00:00,-0.01251606
2000-05-26 00:00:00+00:00,0.00509679
2000-05-30 00:00:00+00:00,0.01729508
2000-05-31 00:00:00+00:00,0.02197698
2000-06-01 00:00:00+00:00,0.00035999
2000-06-02 00:00:00+00:00,0.04729853
2000-06-05 00:00:00+00:00,0.07625028
2000-06-06 00:00:00+00:00,0.00624280
2000-06-07 00:00:00+00:00,0.06579088
2000-06-08 00:00:00+00:00,0.00929130
2000-06-09 00:00:00+00:00,0.00242116
2000-06-12 00:00:00+00:00,0.00505277
2000-06-13 00:00:00+00:00,0.06173953
2000-06-14 00:00:00+00:00,-0.00710667
2000-06-15 00:00:00+00:00,0.02053838
2000-06-16 00:00:00+00:00,0.03863185
2000-06-19 00:00:00+00:00,0.02081077
2000-06-20 00:00:00+00:00,-0.01220401
2000-06-21 00:00:00+00:00,-0.02506760
2000-06-22 00:00:00+00:00,-0.08204439
2000-06-23 00:00:00+00:00,0.03155146
2000-06-26 00:00:00+00:00,0.01489252
2000-06-27 00:00:00+00:00,-0.03874423
2000-06-28 00:00:00+00:00,0.01843721
2000-06-29 00:00:00+00:00,-0.01823725
2000-06-30 00:00:00+00:00,-0.01962467
2000-07-05 00:00:00+00:00,-0.06897298
2000-07-06 00:00:00+00:00,0.05045690
2000-07-07 00:00:00+00:00,0.06783520
2000-07-10 00:00:00+00:00,0.02665412
2000-07-11 00:00:00+00:00,0.00559150
2000-07-12 00:00:00+00:00,-0.02325530
2000-07-13 00:00:00+00:00,0.01270578
2000-07-14 00:00:00+00:00,0.05026305
2000-07-17 00:00:00+00:00,0.06269204
2000-07-18 00:00:00+00:00,0.02589861
2000-07-19 00:00:00+00:00,-0.01067563
2000-07-20 00:00:00+00:00,0.06100325
2000-07-21 00:00:00+00:00,0.08009400
2000-07-24 00:00:00+00:00,-0.00662399
2000-07-25 00:00:00+00:00,0.00187390
2000-07-26 00:00:00+00:00,-0.00022267
2000-07-27 00:00:00+00:00,-0.00540338
2000-07-28 00:00:00+00:00,0.02864817
2000-07-31 00:00:00+00:00,0.11866395
2000-08-01 00:00:00+00:00,0.05362483
2000-08-02 00:00:00+00:00,0.02982290
2000-08-03 00:00:00+00:00,-0.14651418
2000-08-04 00:00:00+00:00,-0.02635712
2000-08-07 00:00:00+00:00,-0.10985018
2000-08-08 00:00:00+00:00,0.09078269
2000-08-09 00:00:00+00:00,0.03578575
2000-08-10 00:00:00+00:00,0.01632220
2000-08-11 00:00:00+00:00,-0.01573840
2000-08-14 00:00:00+00:00,-0.10410804
2000-08-15 00:00:00+00:00,0.07150536
2000-08-16 00:00:00+00:00,-0.03067939
2000-08-17 00:00:00+00:00,-0.03944085
