Date,SGD
2020-10-20 00:00:00+00:00,0.00084755
2020-10-21 00:00:00+00:00,-0.00394165
2020-10-22 00:00:00+00:00,0.00394907
2020-10-23 00:00:00+00:00,-0.00084718
2020-10-24 00:00:00+00:00,0.00243210
2020-10-26 00:00:00+00:00,0.00242933
2020-10-27 00:00:00+00:00,-0.00033085
2020-10-28 00:00:00+00:00,0.00172775
2020-10-29 00:00:00+00:00,0.00157775
2020-10-30 00:00:00+00:00,0.00520204
2020-10-31 00:00:00+00:00,-0.00117145
2020-11-02 00:00:00+00:00,0.00065970
2020-11-03 00:00:00+00:00,-0.00541986
2020-11-04 00:00:00+00:00,0.00697785
2020-11-05 00:00:00+00:00,-0.01317137
2020-11-06 00:00:00+00:00,-0.01332352
2020-11-07 00:00:00+00:00,0.00007416
2020-11-09 00:00:00+00:00,-0.00396708
2020-11-10 00:00:00+00:00,0.00234506
2020-11-11 00:00:00+00:00,0.00170826
2020-11-12 00:00:00+00:00,0.00018536
2020-11-13 00:00:00+00:00,0.00044479
2020-11-14 00:00:00+00:00,-0.00070394
2020-11-16 00:00:00+00:00,-0.00159425
2020-11-17 00:00:00+00:00,-0.00259943
2020-11-18 00:00:00+00:00,-0.00535515
2020-11-19 00:00:00+00:00,0.00410142
2020-11-20 00:00:00+00:00,-0.00230227
2020-11-23 00:00:00+00:00,-0.00379634
2020-11-24 00:00:00+00:00,0.00469921
2020-11-25 00:00:00+00:00,-0.00241788
2020-11-26 00:00:00+00:00,-0.00532509
2020-11-27 00:00:00+00:00,-0.00007472
2020-11-28 00:00:00+00:00,-0.00011209
2020-11-30 00:00:00+00:00,-0.00074736
2020-12-01 00:00:00+00:00,0.00474925
2020-12-02 00:00:00+00:00,-0.00063378
2020-12-03 00:00:00+00:00,-0.00514810
2020-12-04 00:00:00+00:00,-0.00740298
2020-12-05 00:00:00+00:00,0.00097590
2020-12-07 00:00:00+00:00,0.00363841
2020-12-08 00:00:00+00:00,0.00198079
2020-12-09 00:00:00+00:00,-0.00112170
2020-12-10 00:00:00+00:00,0.00093577
2020-12-11 00:00:00+00:00,-0.00459968
2020-12-12 00:00:00+00:00,0.00288822
2020-12-14 00:00:00+00:00,-0.00474997
2020-12-15 00:00:00+00:00,0.00596735
2020-12-16 00:00:00+00:00,-0.00692236
2020-12-17 00:00:00+00:00,-0.00893561
2020-12-18 00:00:00+00:00,0.00184801
2020-12-19 00:00:00+00:00,0.00067827
2020-12-21 00:00:00+00:00,0.01641814
2020-12-22 00:00:00+00:00,-0.00523071
2020-12-23 00:00:00+00:00,-0.00033724
2020-12-24 00:00:00+00:00,-0.00674941
2020-12-28 00:00:00+00:00,0.00071517
2020-12-29 00:00:00+00:00,-0.00063943
2020-12-30 00:00:00+00:00,-0.00316158
2020-12-31 00:00:00+00:00,-0.00192563
2021-01-01 00:00:00+00:00,-0.00801997
2021-01-04 00:00:00+00:00,-0.00756601
2021-01-05 00:00:00+00:00,0.00334245
2021-01-06 00:00:00+00:00,-0.00212411
2021-01-07 00:00:00+00:00,0.00634065
2021-01-08 00:00:00+00:00,-0.00067912
2021-01-11 00:00:00+00:00,0.00411523
2021-01-12 00:00:00+00:00,-0.00105279
2021-01-14 00:00:00+00:00,-0.00173141
2021-01-16 00:00:00+00:00,0.00294095
2021-01-18 00:00:00+00:00,0.00180451
2021-01-19 00:00:00+00:00,-0.00142600
2021-01-20 00:00:00+00:00,-0.00368283
2021-01-21 00:00:00+00:00,-0.00154647
2021-01-22 00:00:00+00:00,0.00249329
2021-01-23 00:00:00+00:00,0.00097976
2021-01-25 00:00:00+00:00,0.00564695
2021-01-26 00:00:00+00:00,0.00369379
2021-01-27 00:00:00+00:00,-0.00534216
2021-01-28 00:00:00+00:00,0.00444964
2021-01-29 00:00:00+00:00,0.00165182
2021-01-30 00:00:00+00:00,-0.00135354
2021-02-01 00:00:00+00:00,0.00263544
2021-02-02 00:00:00+00:00,0.00161466
2021-02-03 00:00:00+00:00,0.00202802
2021-02-04 00:00:00+00:00,0.00187399
2021-02-08 00:00:00+00:00,0.00041205
2021-02-09 00:00:00+00:00,-0.00565395
2021-02-11 00:00:00+00:00,-0.00207110
2021-02-15 00:00:00+00:00,-0.00199992
2021-02-16 00:00:00+00:00,-0.00699486
2021-02-17 00:00:00+00:00,0.00774608
2021-02-18 00:00:00+00:00,0.00143002
2021-02-19 00:00:00+00:00,-0.00180689
2021-02-20 00:00:00+00:00,-0.00135762
2021-02-22 00:00:00+00:00,-0.00619312
2021-02-23 00:00:00+00:00,-0.00385502
2021-02-24 00:00:00+00:00,-0.00068122
2021-02-25 00:00:00+00:00,-0.00272655
2021-02-26 00:00:00+00:00,0.01385410
2021-03-01 00:00:00+00:00,0.00715227
2021-03-02 00:00:00+00:00,0.00131370
2021-03-03 00:00:00+00:00,-0.00134983
2021-03-04 00:00:00+00:00,-0.00045055
2021-03-05 00:00:00+00:00,0.01431147
2021-03-06 00:00:00+00:00,0.00238610
2021-03-08 00:00:00+00:00,0.00331286
2021-03-09 00:00:00+00:00,0.00170661
2021-03-11 00:00:00+00:00,-0.00711111
2021-03-12 00:00:00+00:00,0.00373023
2021-03-13 00:00:00+00:00,-0.00078044
2021-03-15 00:00:00+00:00,0.00070666
2021-03-16 00:00:00+00:00,0.00014867
2021-03-17 00:00:00+00:00,0.00052025
2021-03-18 00:00:00+00:00,-0.00271134
2021-03-19 00:00:00+00:00,-0.00029794
2021-03-20 00:00:00+00:00,0.00026078
2021-03-22 00:00:00+00:00,-0.00175047
2021-03-23 00:00:00+00:00,0.00201470
2021-03-25 00:00:00+00:00,0.00249469
2021-03-26 00:00:00+00:00,0.00174565
2021-03-29 00:00:00+00:00,-0.00166846
2021-03-30 00:00:00+00:00,0.00583080
2021-04-01 00:00:00+00:00,-0.00229963
2021-04-06 00:00:00+00:00,-0.00278438
2021-04-08 00:00:00+00:00,0.00003718
2021-04-12 00:00:00+00:00,-0.00338290
2021-04-13 00:00:00+00:00,0.00029841
2021-04-16 00:00:00+00:00,-0.00734609
2021-04-19 00:00:00+00:00,-0.00745796
2021-04-21 00:00:00+00:00,-0.00037570
2021-04-22 00:00:00+00:00,-0.00187920
2021-04-23 00:00:00+00:00,0.00011296
2021-04-24 00:00:00+00:00,-0.00022590
2021-04-26 00:00:00+00:00,-0.00135573
2021-04-27 00:00:00+00:00,-0.00015084
2021-04-28 00:00:00+00:00,0.00075432
2021-04-29 00:00:00+00:00,-0.00097989
2021-04-30 00:00:00+00:00,-0.00475328
2021-05-01 00:00:00+00:00,0.00056499
2021-05-03 00:00:00+00:00,0.00259750
2021-05-04 00:00:00+00:00,0.01160215
2021-05-05 00:00:00+00:00,0.00273091
2021-05-07 00:00:00+00:00,0.00299513
2021-05-17 00:00:00+00:00,0.00000000
2021-05-18 00:00:00+00:00,-0.00709220
2021-05-19 00:00:00+00:00,0.00135282
2021-05-20 00:00:00+00:00,-0.00101325
2021-05-21 00:00:00+00:00,-0.00198837
2021-05-24 00:00:00+00:00,-0.00714232
2021-05-25 00:00:00+00:00,-0.00360875
2021-05-26 00:00:00+00:00,-0.00143364
2021-05-27 00:00:00+00:00,-0.00018892
2021-05-28 00:00:00+00:00,0.00419454
2021-05-31 00:00:00+00:00,-0.00064229
2021-06-01 00:00:00+00:00,-0.00003781
2021-06-02 00:00:00+00:00,-0.00778828
2021-06-11 00:00:00+00:00,0.00000000
2021-06-14 00:00:00+00:00,0.00456931
2021-06-15 00:00:00+00:00,-0.00007537
2021-06-16 00:00:00+00:00,0.00041448
2021-06-17 00:00:00+00:00,0.01839635
2021-06-18 00:00:00+00:00,0.00126875
2021-06-19 00:00:00+00:00,0.00633572
2021-06-21 00:00:00+00:00,0.00029752
2021-06-22 00:00:00+00:00,0.00316091
2021-06-23 00:00:00+00:00,-0.00193136
2021-06-24 00:00:00+00:00,-0.00327052
2021-06-25 00:00:00+00:00,-0.00115375
2021-06-28 00:00:00+00:00,0.00160221
2021-06-29 00:00:00+00:00,0.00026041
2021-06-30 00:00:00+00:00,-0.00044630
2021-07-02 00:00:00+00:00,0.00669741
2021-07-05 00:00:00+00:00,-0.00037160
2021-07-06 00:00:00+00:00,-0.00501840
2021-07-07 00:00:00+00:00,0.00501840
2021-07-09 00:00:00+00:00,0.00560338
2021-07-14 00:00:00+00:00,0.00011071
2021-07-15 00:00:00+00:00,0.00372666
2021-07-16 00:00:00+00:00,0.00136627
2021-07-17 00:00:00+00:00,0.00210317
2021-07-19 00:00:00+00:00,0.00902993
2021-07-20 00:00:00+00:00,0.00278899
2021-07-22 00:00:00+00:00,-0.00285442
2021-07-23 00:00:00+00:00,-0.00220200
2021-07-26 00:00:00+00:00,-0.00161836
2021-07-27 00:00:00+00:00,0.00058830
2021-07-28 00:00:00+00:00,-0.00044097
2021-07-30 00:00:00+00:00,-0.00922760
2021-08-03 00:00:00+00:00,-0.00147667
2021-08-04 00:00:00+00:00,-0.00465151
2021-08-05 00:00:00+00:00,0.00215118
2021-08-06 00:00:00+00:00,0.00000000
2021-08-07 00:00:00+00:00,0.00288664
2021-08-10 00:00:00+00:00,0.00180818
2021-08-11 00:00:00+00:00,0.00154708
2021-08-12 00:00:00+00:00,-0.00150791
2021-08-13 00:00:00+00:00,0.00556190
2021-08-14 00:00:00+00:00,-0.00195140
2021-08-16 00:00:00+00:00,0.00062714
2021-08-17 00:00:00+00:00,0.00099543
2021-08-18 00:00:00+00:00,0.00173080
2021-08-19 00:00:00+00:00,0.00305125
2021-08-20 00:00:00+00:00,-0.00102620
2021-08-21 00:00:00+00:00,-0.00088051
2021-08-23 00:00:00+00:00,-0.00216649
2021-08-24 00:00:00+00:00,-0.00195039
2021-08-25 00:00:00+00:00,-0.00239667
2021-08-26 00:00:00+00:00,-0.00051745
2021-08-27 00:00:00+00:00,-0.00070261
2021-08-28 00:00:00+00:00,-0.00236835
2021-08-30 00:00:00+00:00,-0.00148373
2021-08-31 00:00:00+00:00,-0.00170883
2021-09-01 00:00:00+00:00,0.00193503
2021-09-02 00:00:00+00:00,-0.00185701
2021-09-03 00:00:00+00:00,-0.00081860
2021-09-06 00:00:00+00:00,-0.00007448
2021-09-07 00:00:00+00:00,0.00085656
2021-09-08 00:00:00+00:00,0.00122795
2021-09-09 00:00:00+00:00,-0.00096629
2021-09-10 00:00:00+00:00,-0.00383170
2021-09-11 00:00:00+00:00,0.00082157
2021-09-13 00:00:00+00:00,-0.00895522
2021-09-14 00:00:00+00:00,0.00074505
2021-09-15 00:00:00+00:00,-0.00327576
2021-09-16 00:00:00+00:00,0.00175242
2021-09-17 00:00:00+00:00,0.00167492
2021-09-18 00:00:00+00:00,0.00163496
2021-09-20 00:00:00+00:00,0.00356136
2021-09-21 00:00:00+00:00,0.00572971
2021-09-22 00:00:00+00:00,0.00096236
2021-09-23 00:00:00+00:00,-0.00055467
2021-09-24 00:00:00+00:00,-0.00077717
2021-09-25 00:00:00+00:00,0.00440741
2021-09-27 00:00:00+00:00,0.00048027
2021-09-28 00:00:00+00:00,0.00347107
