Date,COPPER_LME
2023-06-02 00:00:00+00:00,-0.00157748
2023-06-05 00:00:00+00:00,0.02361870
2023-06-06 00:00:00+00:00,0.00087009
2023-06-07 00:00:00+00:00,-0.01091651
2023-06-08 00:00:00+00:00,0.01299602
2023-06-09 00:00:00+00:00,0.00572216
2023-06-12 00:00:00+00:00,-0.01481747
2023-06-13 00:00:00+00:00,0.03629906
2023-06-14 00:00:00+00:00,0.01188084
2023-06-15 00:00:00+00:00,0.01142740
2023-06-16 00:00:00+00:00,0.00198645
2023-06-19 00:00:00+00:00,-0.00595394
2023-06-20 00:00:00+00:00,0.00181456
2023-06-21 00:00:00+00:00,0.01371626
2023-06-22 00:00:00+00:00,-0.00636018
2023-06-23 00:00:00+00:00,-0.04279680
2023-06-26 00:00:00+00:00,0.00047399
2023-06-27 00:00:00+00:00,-0.00720217
2023-06-28 00:00:00+00:00,-0.02643685
2023-06-29 00:00:00+00:00,-0.01870913
2023-06-30 00:00:00+00:00,0.02160494
2023-07-03 00:00:00+00:00,0.01989900
2023-07-04 00:00:00+00:00,-0.00925650
2023-07-05 00:00:00+00:00,-0.00977812
2023-07-06 00:00:00+00:00,-0.01367591
2023-07-07 00:00:00+00:00,0.02635720
2023-07-10 00:00:00+00:00,0.00029868
2023-07-11 00:00:00+00:00,-0.01197587
2023-07-12 00:00:00+00:00,0.01967913
2023-07-13 00:00:00+00:00,0.04966340
2023-07-14 00:00:00+00:00,-0.00468741
2023-07-17 00:00:00+00:00,-0.04191410
2023-07-18 00:00:00+00:00,-0.00400448
2023-07-19 00:00:00+00:00,-0.01003187
2023-07-20 00:00:00+00:00,0.01349308
2023-07-21 00:00:00+00:00,-0.00795334
2023-07-24 00:00:00+00:00,0.01526085
2023-07-25 00:00:00+00:00,0.03657176
2023-07-26 00:00:00+00:00,-0.01288370
2023-07-27 00:00:00+00:00,-0.01128616
2023-07-28 00:00:00+00:00,0.02202900
2023-07-31 00:00:00+00:00,0.03875566
2023-08-01 00:00:00+00:00,-0.04548929
2023-08-02 00:00:00+00:00,-0.02815677
2023-08-03 00:00:00+00:00,0.02377244
2023-08-04 00:00:00+00:00,-0.00888682
2023-08-07 00:00:00+00:00,-0.02135792
2023-08-08 00:00:00+00:00,-0.03255389
2023-08-09 00:00:00+00:00,0.01231904
2023-08-10 00:00:00+00:00,-0.00294853
2023-08-11 00:00:00+00:00,-0.02174691
2023-08-14 00:00:00+00:00,-0.00114596
2023-08-15 00:00:00+00:00,-0.02226983
2023-08-16 00:00:00+00:00,-0.00775194
2023-08-17 00:00:00+00:00,0.01740143
2023-08-18 00:00:00+00:00,0.00185236
2023-08-21 00:00:00+00:00,0.00773501
2023-08-22 00:00:00+00:00,0.02363252
2023-08-23 00:00:00+00:00,0.02161047
2023-08-24 00:00:00+00:00,-0.02194228
2023-08-25 00:00:00+00:00,-0.00101669
2023-08-29 00:00:00+00:00,0.02154270
2023-08-30 00:00:00+00:00,0.00562463
2023-08-31 00:00:00+00:00,-0.01210225
2023-09-01 00:00:00+00:00,0.01865051
2023-09-04 00:00:00+00:00,-0.01188655
2023-09-05 00:00:00+00:00,0.00816858
2023-09-06 00:00:00+00:00,-0.02723254
2023-09-07 00:00:00+00:00,-0.01225124
2023-09-08 00:00:00+00:00,-0.01888154
2023-09-11 00:00:00+00:00,0.03866699
2023-09-12 00:00:00+00:00,-0.00250104
2023-09-13 00:00:00+00:00,0.00602194
2023-09-14 00:00:00+00:00,-0.00017833
2023-09-15 00:00:00+00:00,-0.00273468
2023-09-18 00:00:00+00:00,-0.01137176
2023-09-19 00:00:00+00:00,-0.01604887
2023-09-20 00:00:00+00:00,0.01581553
2023-09-21 00:00:00+00:00,-0.03564795
2023-09-22 00:00:00+00:00,0.00799122
2023-09-25 00:00:00+00:00,-0.02006323
2023-09-26 00:00:00+00:00,-0.01332515
2023-09-27 00:00:00+00:00,0.00543881
2023-09-28 00:00:00+00:00,0.02545141
2023-09-29 00:00:00+00:00,0.01314268
2023-10-02 00:00:00+00:00,-0.05435308
2023-10-03 00:00:00+00:00,-0.01174935
2023-10-04 00:00:00+00:00,-0.01432056
2023-10-05 00:00:00+00:00,-0.01297474
2023-10-06 00:00:00+00:00,0.03677403
2023-10-09 00:00:00+00:00,0.01475165
2023-10-10 00:00:00+00:00,-0.02075612
2023-10-11 00:00:00+00:00,0.00024977
2023-10-12 00:00:00+00:00,-0.00824176
2023-10-13 00:00:00+00:00,-0.01072100
2023-10-16 00:00:00+00:00,0.00680701
2023-10-17 00:00:00+00:00,-0.00144454
2023-10-18 00:00:00+00:00,0.00088001
2023-10-19 00:00:00+00:00,0.00546620
2023-10-20 00:00:00+00:00,-0.00933525
2023-10-23 00:00:00+00:00,0.00553459
2023-10-24 00:00:00+00:00,0.01969393
2023-10-25 00:00:00+00:00,-0.00496802
2023-10-26 00:00:00+00:00,-0.01164311
2023-10-27 00:00:00+00:00,0.02855890
2023-10-30 00:00:00+00:00,0.01000309
2023-10-31 00:00:00+00:00,-0.00761905
2023-11-01 00:00:00+00:00,-0.00067851
2023-11-02 00:00:00+00:00,0.00789733
2023-11-03 00:00:00+00:00,0.00805064
2023-11-06 00:00:00+00:00,0.01475269
2023-11-07 00:00:00+00:00,-0.01276053
2023-11-08 00:00:00+00:00,-0.01131568
2023-11-09 00:00:00+00:00,0.00098425
2023-11-10 00:00:00+00:00,-0.02766677
2023-11-13 00:00:00+00:00,0.03223393
2023-11-14 00:00:00+00:00,0.01632002
2023-11-15 00:00:00+00:00,0.00724241
2023-11-16 00:00:00+00:00,-0.01140085
2023-11-17 00:00:00+00:00,0.01134631
2023-11-20 00:00:00+00:00,0.03700558
2023-11-21 00:00:00+00:00,0.00492348
2023-11-22 00:00:00+00:00,-0.02207362
2023-11-23 00:00:00+00:00,0.01310592
2023-11-24 00:00:00+00:00,0.00469707
2023-11-27 00:00:00+00:00,-0.01625341
2023-11-28 00:00:00+00:00,0.02553981
2023-11-29 00:00:00+00:00,-0.00696658
2023-11-30 00:00:00+00:00,0.01085152
2023-12-01 00:00:00+00:00,0.03402524
2023-12-04 00:00:00+00:00,-0.03919295
2023-12-05 00:00:00+00:00,-0.02608233
2023-12-06 00:00:00+00:00,-0.01252397
2023-12-07 00:00:00+00:00,0.01326420
2023-12-08 00:00:00+00:00,0.02563488
2023-12-11 00:00:00+00:00,-0.02590490
2023-12-12 00:00:00+00:00,0.00269671
2023-12-13 00:00:00+00:00,-0.00694112
2023-12-14 00:00:00+00:00,0.05396482
2023-12-15 00:00:00+00:00,-0.00046764
2023-12-18 00:00:00+00:00,-0.01578855
2023-12-19 00:00:00+00:00,0.02599469
2023-12-20 00:00:00+00:00,-0.00238566
2023-12-21 00:00:00+00:00,0.00337897
2023-12-22 00:00:00+00:00,-0.00506020
2023-12-27 00:00:00+00:00,0.02641399
2023-12-28 00:00:00+00:00,-0.01536779
2023-12-29 00:00:00+00:00,-0.01519545
2024-01-02 00:00:00+00:00,-0.00461691
2024-01-03 00:00:00+00:00,-0.00661980
2024-01-04 00:00:00+00:00,-0.01216645
2024-01-05 00:00:00+00:00,-0.00106458
2024-01-08 00:00:00+00:00,-0.00432004
2024-01-09 00:00:00+00:00,-0.01898096
2024-01-10 00:00:00+00:00,0.00029942
2024-01-11 00:00:00+00:00,-0.00377133
2024-01-12 00:00:00+00:00,-0.00413793
2024-01-15 00:00:00+00:00,0.00955586
2024-01-16 00:00:00+00:00,-0.00622047
2024-01-17 00:00:00+00:00,-0.02081584
2024-01-18 00:00:00+00:00,0.01072987
2024-01-19 00:00:00+00:00,0.01236057
2024-01-22 00:00:00+00:00,-0.00191536
2024-01-23 00:00:00+00:00,0.01408282
2024-01-24 00:00:00+00:00,0.03766736
2024-01-25 00:00:00+00:00,0.00151843
2024-01-26 00:00:00+00:00,-0.00560289
2024-01-29 00:00:00+00:00,0.00210736
2024-01-30 00:00:00+00:00,0.01333255
2024-01-31 00:00:00+00:00,-0.00174267
2024-02-01 00:00:00+00:00,-0.01744490
2024-02-02 00:00:00+00:00,-0.01261293
2024-02-05 00:00:00+00:00,-0.03046405
2024-02-06 00:00:00+00:00,0.01007134
2024-02-07 00:00:00+00:00,-0.02200883
2024-02-08 00:00:00+00:00,-0.02901086
2024-02-09 00:00:00+00:00,-0.00569121
2024-02-12 00:00:00+00:00,0.01564609
2024-02-13 00:00:00+00:00,0.00596688
2024-02-14 00:00:00+00:00,-0.00965216
2024-02-15 00:00:00+00:00,0.02861152
2024-02-16 00:00:00+00:00,0.04251864
2024-02-19 00:00:00+00:00,-0.01366152
2024-02-20 00:00:00+00:00,0.01559165
2024-02-21 00:00:00+00:00,0.00999941
2024-02-22 00:00:00+00:00,0.00994967
2024-02-23 00:00:00+00:00,-0.00390215
2024-02-26 00:00:00+00:00,-0.02491975
2024-02-27 00:00:00+00:00,0.00183237
2024-02-28 00:00:00+00:00,-0.00590493
2024-02-29 00:00:00+00:00,0.01048206
2024-03-01 00:00:00+00:00,0.00217993
2024-03-04 00:00:00+00:00,0.00859177
2024-03-05 00:00:00+00:00,-0.01218726
2024-03-06 00:00:00+00:00,0.01998467
2024-03-07 00:00:00+00:00,0.01465009
2024-03-08 00:00:00+00:00,-0.01402248
2024-03-11 00:00:00+00:00,0.01657330
2024-03-12 00:00:00+00:00,0.00052089
2024-03-13 00:00:00+00:00,0.06215278
2024-03-14 00:00:00+00:00,-0.01004546
2024-03-15 00:00:00+00:00,0.04181244
2024-03-18 00:00:00+00:00,0.00303968
2024-03-19 00:00:00+00:00,-0.02516556
2024-03-20 00:00:00+00:00,-0.00631638
2024-03-21 00:00:00+00:00,0.00504004
2024-03-22 00:00:00+00:00,-0.01876990
2024-03-25 00:00:00+00:00,0.00062031
2024-03-26 00:00:00+00:00,-0.00276274
2024-03-27 00:00:00+00:00,-0.00310524
2024-03-28 00:00:00+00:00,0.00373240
