Date,SHATZ
2007-12-06 00:00:00+00:00,-0.00173060
2007-12-07 00:00:00+00:00,-0.00519630
2007-12-10 00:00:00+00:00,-0.00250844
2007-12-11 00:00:00+00:00,0.00125580
2007-12-12 00:00:00+00:00,-0.00386156
2007-12-13 00:00:00+00:00,0.00058035
2007-12-14 00:00:00+00:00,-0.00145047
2007-12-17 00:00:00+00:00,0.00019354
2007-12-18 00:00:00+00:00,-0.00009676
2007-12-19 00:00:00+00:00,0.00067734
2007-12-20 00:00:00+00:00,0.00067711
2007-12-21 00:00:00+00:00,-0.00174056
2007-12-27 00:00:00+00:00,-0.00145173
2007-12-28 00:00:00+00:00,0.00203390
2008-01-02 00:00:00+00:00,0.00532146
2008-01-03 00:00:00+00:00,0.00115797
2008-01-04 00:00:00+00:00,0.00173594
2008-01-07 00:00:00+00:00,-0.00062632
2008-01-08 00:00:00+00:00,-0.00183115
2008-01-09 00:00:00+00:00,0.00376212
2008-01-10 00:00:00+00:00,-0.00067411
2008-01-11 00:00:00+00:00,0.00067434
2008-01-14 00:00:00+00:00,0.00048151
2008-01-15 00:00:00+00:00,0.00182842
2008-01-16 00:00:00+00:00,0.00336555
2008-01-17 00:00:00+00:00,0.00134396
2008-01-18 00:00:00+00:00,0.00182272
2008-01-21 00:00:00+00:00,0.00402549
2008-01-22 00:00:00+00:00,-0.00210436
2008-01-23 00:00:00+00:00,0.00603246
2008-01-24 00:00:00+00:00,-0.00868735
2008-01-25 00:00:00+00:00,0.00191764
2008-01-28 00:00:00+00:00,0.00057493
2008-01-29 00:00:00+00:00,-0.00158076
2008-01-30 00:00:00+00:00,-0.00023970
2008-01-31 00:00:00+00:00,0.00436304
2008-02-01 00:00:00+00:00,0.00014353
2008-02-04 00:00:00+00:00,-0.00133958
2008-02-05 00:00:00+00:00,0.00603159
2008-02-06 00:00:00+00:00,-0.00085923
2008-02-07 00:00:00+00:00,0.00487106
2008-02-08 00:00:00+00:00,0.00033348
2008-02-11 00:00:00+00:00,0.00152425
2008-02-12 00:00:00+00:00,-0.00323717
2008-02-13 00:00:00+00:00,0.00143062
2008-02-14 00:00:00+00:00,-0.00181082
2008-02-15 00:00:00+00:00,0.00176476
2008-02-18 00:00:00+00:00,-0.00304994
2008-02-19 00:00:00+00:00,0.00147957
2008-02-20 00:00:00+00:00,-0.00224162
2008-02-21 00:00:00+00:00,-0.00396295
2008-02-22 00:00:00+00:00,0.00028707
2008-02-25 00:00:00+00:00,-0.00062192
2008-02-26 00:00:00+00:00,-0.00095708
2008-02-27 00:00:00+00:00,0.00095753
2008-02-28 00:00:00+00:00,0.00382860
2008-02-29 00:00:00+00:00,0.00410893
2008-03-03 00:00:00+00:00,-0.00095374
2008-03-04 00:00:00+00:00,0.00076358
2008-03-05 00:00:00+00:00,0.00353037
2008-03-06 00:00:00+00:00,-0.00218683
2008-03-07 00:00:00+00:00,0.00628212
2008-03-10 00:00:00+00:00,0.00380355
2008-03-11 00:00:00+00:00,-0.00616903
2008-03-12 00:00:00+00:00,-0.00104722
2008-03-13 00:00:00+00:00,0.00266705
2008-03-14 00:00:00+00:00,0.00114204
2008-03-17 00:00:00+00:00,0.00522963
2008-03-18 00:00:00+00:00,-0.00682820
2008-03-19 00:00:00+00:00,-0.00371128
2008-03-20 00:00:00+00:00,-0.00295548
2008-03-25 00:00:00+00:00,-0.00591970
2008-03-26 00:00:00+00:00,-0.00009576
