Date,EU-DJ-OIL
2017-06-13 00:00:00+00:00,-0.00229058
2017-06-14 00:00:00+00:00,-0.01967858
2017-06-15 00:00:00+00:00,-0.00702576
2017-06-16 00:00:00+00:00,0.00336927
2017-06-19 00:00:00+00:00,-0.02081934
2017-06-20 00:00:00+00:00,-0.00205761
2017-06-21 00:00:00+00:00,0.01408935
2017-06-22 00:00:00+00:00,-0.00169434
2017-06-23 00:00:00+00:00,-0.00407332
2017-06-26 00:00:00+00:00,-0.00034083
2017-06-27 00:00:00+00:00,0.00306853
2017-06-28 00:00:00+00:00,0.00237933
2017-06-29 00:00:00+00:00,-0.01220753
2017-06-30 00:00:00+00:00,-0.01064195
2017-07-03 00:00:00+00:00,0.02220680
2017-07-04 00:00:00+00:00,-0.00475221
2017-07-05 00:00:00+00:00,-0.01534789
2017-07-06 00:00:00+00:00,-0.00415656
2017-07-07 00:00:00+00:00,-0.00034783
2017-07-10 00:00:00+00:00,-0.00521921
2017-07-11 00:00:00+00:00,0.00944386
2017-07-12 00:00:00+00:00,0.00207900
2017-07-13 00:00:00+00:00,0.00138313
2017-07-14 00:00:00+00:00,0.00690608
2017-07-17 00:00:00+00:00,0.00000000
2017-07-18 00:00:00+00:00,-0.00754458
2017-07-19 00:00:00+00:00,0.00449205
2017-07-20 00:00:00+00:00,0.00103199
2017-07-21 00:00:00+00:00,-0.01202749
2017-07-24 00:00:00+00:00,-0.00173913
2017-07-25 00:00:00+00:00,0.00627178
2017-07-26 00:00:00+00:00,0.00934903
2017-07-27 00:00:00+00:00,-0.00754717
2017-07-28 00:00:00+00:00,0.00241963
2017-07-31 00:00:00+00:00,-0.00068966
2017-08-01 00:00:00+00:00,0.00586611
2017-08-02 00:00:00+00:00,0.00548885
2017-08-03 00:00:00+00:00,-0.00307062
2017-08-04 00:00:00+00:00,0.00616016
2017-08-07 00:00:00+00:00,0.00034014
2017-08-08 00:00:00+00:00,-0.00136008
2017-08-09 00:00:00+00:00,-0.00783112
2017-08-10 00:00:00+00:00,0.00171585
2017-08-11 00:00:00+00:00,-0.01986982
2017-08-14 00:00:00+00:00,0.00384481
2017-08-15 00:00:00+00:00,-0.00452646
2017-08-16 00:00:00+00:00,0.00664568
2017-08-17 00:00:00+00:00,-0.00625434
2017-08-18 00:00:00+00:00,-0.00349650
2017-08-21 00:00:00+00:00,-0.00140351
2017-08-22 00:00:00+00:00,0.01124385
2017-08-23 00:00:00+00:00,0.00138985
2017-08-24 00:00:00+00:00,-0.00277585
2017-08-25 00:00:00+00:00,-0.00104384
2017-08-28 00:00:00+00:00,-0.00417973
2017-08-29 00:00:00+00:00,0.00349773
2017-08-30 00:00:00+00:00,-0.00034855
2017-08-31 00:00:00+00:00,0.00662483
2017-09-01 00:00:00+00:00,0.00727399
2017-09-04 00:00:00+00:00,-0.00034388
2017-09-05 00:00:00+00:00,0.00754394
2017-09-06 00:00:00+00:00,0.00238989
2017-09-07 00:00:00+00:00,0.00374659
2017-09-08 00:00:00+00:00,-0.01459111
2017-09-11 00:00:00+00:00,0.00000000
2017-09-12 00:00:00+00:00,0.00000000
2017-09-13 00:00:00+00:00,0.00549828
2017-09-14 00:00:00+00:00,0.00751880
2017-09-15 00:00:00+00:00,-0.00474898
2017-09-18 00:00:00+00:00,0.00477164
2017-09-19 00:00:00+00:00,0.00746269
2017-09-20 00:00:00+00:00,0.00673401
2017-09-21 00:00:00+00:00,0.00434783
2017-09-22 00:00:00+00:00,0.00399600
2017-09-25 00:00:00+00:00,0.00829187
2017-09-26 00:00:00+00:00,-0.00460526
2017-09-27 00:00:00+00:00,-0.00231328
2017-09-28 00:00:00+00:00,0.00264988
2017-09-29 00:00:00+00:00,-0.00033036
2017-10-02 00:00:00+00:00,-0.00660939
2017-10-03 00:00:00+00:00,0.01663340
2017-10-04 00:00:00+00:00,-0.00883508
2017-10-05 00:00:00+00:00,0.00594256
2017-10-06 00:00:00+00:00,-0.00722022
2017-10-09 00:00:00+00:00,-0.00661157
2017-10-10 00:00:00+00:00,0.01031614
2017-10-11 00:00:00+00:00,0.00527009
2017-10-12 00:00:00+00:00,-0.00458716
2017-10-13 00:00:00+00:00,0.00592495
2017-10-16 00:00:00+00:00,0.00621728
2017-10-17 00:00:00+00:00,-0.00747967
2017-10-18 00:00:00+00:00,-0.00458716
2017-10-19 00:00:00+00:00,-0.00032916
2017-10-20 00:00:00+00:00,0.00164636
2017-10-23 00:00:00+00:00,0.00460224
2017-10-24 00:00:00+00:00,0.00490838
2017-10-25 00:00:00+00:00,-0.01497883
2017-10-26 00:00:00+00:00,0.02082645
2017-10-27 00:00:00+00:00,0.01295337
2017-10-30 00:00:00+00:00,0.00543478
2017-10-31 00:00:00+00:00,0.00953895
2017-11-01 00:00:00+00:00,0.00913386
2017-11-02 00:00:00+00:00,0.00405743
2017-11-03 00:00:00+00:00,-0.00062170
2017-11-06 00:00:00+00:00,0.00373250
2017-11-07 00:00:00+00:00,0.00774713
2017-11-08 00:00:00+00:00,-0.00184502
2017-11-09 00:00:00+00:00,-0.00770179
2017-11-10 00:00:00+00:00,-0.00714064
2017-11-13 00:00:00+00:00,-0.00719199
2017-11-14 00:00:00+00:00,-0.01574803
2017-11-15 00:00:00+00:00,-0.01664000
2017-11-16 00:00:00+00:00,-0.00162707
2017-11-17 00:00:00+00:00,0.00032595
2017-11-20 00:00:00+00:00,0.00162920
2017-11-21 00:00:00+00:00,0.00910865
2017-11-22 00:00:00+00:00,0.00934881
2017-11-23 00:00:00+00:00,-0.00255509
2017-11-24 00:00:00+00:00,-0.00288184
2017-11-27 00:00:00+00:00,-0.00449583
2017-11-28 00:00:00+00:00,0.01032258
2017-11-29 00:00:00+00:00,0.00638570
2017-11-30 00:00:00+00:00,0.00000000
2017-12-01 00:00:00+00:00,-0.00253807
2017-12-04 00:00:00+00:00,0.00667939
2017-12-05 00:00:00+00:00,-0.00318356
2017-12-06 00:00:00+00:00,-0.00633914
2017-12-07 00:00:00+00:00,-0.00063796
2017-12-08 00:00:00+00:00,-0.00351101
2017-12-11 00:00:00+00:00,0.05765535
2017-12-12 00:00:00+00:00,0.00932476
2017-12-13 00:00:00+00:00,0.00031857
2017-12-14 00:00:00+00:00,-0.00764331
2017-12-15 00:00:00+00:00,-0.01091142
2017-12-18 00:00:00+00:00,0.01297859
2017-12-19 00:00:00+00:00,-0.00832799
2017-12-20 00:00:00+00:00,0.00258398
2017-12-21 00:00:00+00:00,0.00998711
2017-12-22 00:00:00+00:00,0.00031898
2017-12-27 00:00:00+00:00,0.00000000
2017-12-28 00:00:00+00:00,-0.00255102
2017-12-29 00:00:00+00:00,-0.00671355
2018-01-02 00:00:00+00:00,-0.00321854
2018-01-03 00:00:00+00:00,0.01679044
2018-01-04 00:00:00+00:00,0.01714830
2018-01-05 00:00:00+00:00,0.00686856
2018-01-08 00:00:00+00:00,0.00558140
2018-01-09 00:00:00+00:00,0.00185014
2018-01-10 00:00:00+00:00,-0.00153894
2018-01-11 00:00:00+00:00,0.00863132
2018-01-12 00:00:00+00:00,0.00427873
2018-01-15 00:00:00+00:00,0.00426050
2018-01-16 00:00:00+00:00,-0.00969697
2018-01-17 00:00:00+00:00,-0.00367197
2018-01-18 00:00:00+00:00,-0.00061425
2018-01-19 00:00:00+00:00,-0.00553165
2018-01-22 00:00:00+00:00,0.01174289
2018-01-23 00:00:00+00:00,-0.00488699
2018-01-24 00:00:00+00:00,0.00000000
2018-01-25 00:00:00+00:00,-0.00460405
2018-01-26 00:00:00+00:00,-0.03576935
2018-01-29 00:00:00+00:00,0.02686281
2018-01-30 00:00:00+00:00,-0.01401433
2018-01-31 00:00:00+00:00,-0.00031586
2018-02-01 00:00:00+00:00,0.00789889
2018-02-02 00:00:00+00:00,-0.01818182
2018-02-05 00:00:00+00:00,-0.01372925
2018-02-06 00:00:00+00:00,-0.03496277
2018-02-07 00:00:00+00:00,0.02146931
2018-02-08 00:00:00+00:00,-0.00295567
2018-02-09 00:00:00+00:00,-0.01383399
2018-02-12 00:00:00+00:00,0.01870407
2018-02-13 00:00:00+00:00,-0.01180328
2018-02-14 00:00:00+00:00,0.00132714
2018-02-15 00:00:00+00:00,-0.00397614
2018-02-16 00:00:00+00:00,0.01463739
2018-02-19 00:00:00+00:00,-0.00163934
2018-02-20 00:00:00+00:00,0.01280788
2018-02-21 00:00:00+00:00,0.00324254
2018-02-22 00:00:00+00:00,0.00420168
2018-02-23 00:00:00+00:00,0.00386225
2018-02-26 00:00:00+00:00,0.00545046
2018-02-27 00:00:00+00:00,-0.00478316
2018-02-28 00:00:00+00:00,0.00993271
2018-03-01 00:00:00+00:00,-0.02347716
2018-03-02 00:00:00+00:00,-0.02371670
2018-03-05 00:00:00+00:00,0.01530782
2018-03-06 00:00:00+00:00,0.00227033
2018-03-07 00:00:00+00:00,0.00000000
2018-03-08 00:00:00+00:00,0.00490517
2018-03-09 00:00:00+00:00,0.00488122
2018-03-12 00:00:00+00:00,-0.04501295
2018-03-13 00:00:00+00:00,0.00165728
2018-03-14 00:00:00+00:00,0.00430179
2018-03-15 00:00:00+00:00,-0.00593081
2018-03-16 00:00:00+00:00,0.01756712
2018-03-19 00:00:00+00:00,-0.01824104
2018-03-20 00:00:00+00:00,0.00995355
2018-03-21 00:00:00+00:00,0.00657030
2018-03-22 00:00:00+00:00,-0.01272846
2018-03-23 00:00:00+00:00,-0.00198347
2018-03-26 00:00:00+00:00,-0.00861212
2018-03-27 00:00:00+00:00,0.01269629
2018-03-28 00:00:00+00:00,-0.00956780
2018-03-29 00:00:00+00:00,0.01365756
2018-04-03 00:00:00+00:00,0.00591522
2018-04-04 00:00:00+00:00,0.00751388
2018-04-05 00:00:00+00:00,0.02983139
2018-04-06 00:00:00+00:00,-0.00440806
2018-04-09 00:00:00+00:00,-0.00284630
2018-04-10 00:00:00+00:00,0.01680939
2018-04-11 00:00:00+00:00,0.00436681
2018-04-12 00:00:00+00:00,0.00248447
2018-04-13 00:00:00+00:00,-0.00278810
2018-04-16 00:00:00+00:00,-0.00031066
2018-04-17 00:00:00+00:00,0.00807955
2018-04-18 00:00:00+00:00,0.01541307
