Date,BUTTER
2005-10-11 00:00:00+00:00,-0.00316456
2005-10-12 00:00:00+00:00,-0.01904762
2005-10-13 00:00:00+00:00,0.00000000
2005-10-14 00:00:00+00:00,0.00000000
2005-10-17 00:00:00+00:00,0.00000000
2005-10-18 00:00:00+00:00,-0.01437700
2005-10-19 00:00:00+00:00,0.00000000
2005-10-20 00:00:00+00:00,-0.00966184
2005-10-21 00:00:00+00:00,0.00975610
2005-10-24 00:00:00+00:00,-0.00970874
2005-10-25 00:00:00+00:00,-0.00484653
2005-10-26 00:00:00+00:00,-0.03246753
2005-10-27 00:00:00+00:00,-0.01333333
2005-10-28 00:00:00+00:00,0.01166667
2005-10-31 00:00:00+00:00,0.00500000
2005-11-01 00:00:00+00:00,-0.00006667
2005-11-02 00:00:00+00:00,-0.04000000
2005-11-03 00:00:00+00:00,-0.02702703
2005-11-04 00:00:00+00:00,0.00000000
2005-11-07 00:00:00+00:00,-0.04794521
2005-11-08 00:00:00+00:00,0.03191489
2005-11-09 00:00:00+00:00,0.00515464
2005-11-10 00:00:00+00:00,0.00000000
2005-11-11 00:00:00+00:00,0.00341880
2005-11-14 00:00:00+00:00,0.00000000
2005-11-15 00:00:00+00:00,0.01196581
2005-11-16 00:00:00+00:00,0.01877133
2005-11-17 00:00:00+00:00,-0.00503356
2005-11-18 00:00:00+00:00,-0.01186441
2005-11-21 00:00:00+00:00,-0.00508475
2005-11-22 00:00:00+00:00,-0.00340136
2005-11-23 00:00:00+00:00,-0.00341297
2005-11-28 00:00:00+00:00,-0.00425894
2005-11-29 00:00:00+00:00,0.00255537
2005-11-30 00:00:00+00:00,-0.02214651
2005-12-01 00:00:00+00:00,-0.02075780
2005-12-02 00:00:00+00:00,-0.01048951
2005-12-05 00:00:00+00:00,-0.00704225
2005-12-06 00:00:00+00:00,-0.00531915
2005-12-07 00:00:00+00:00,0.00534759
2005-12-08 00:00:00+00:00,0.01238938
2005-12-09 00:00:00+00:00,-0.00349650
2005-12-12 00:00:00+00:00,-0.00699301
2005-12-13 00:00:00+00:00,-0.02101576
2005-12-14 00:00:00+00:00,-0.01067616
2005-12-15 00:00:00+00:00,0.00178571
2005-12-16 00:00:00+00:00,-0.01256732
2005-12-19 00:00:00+00:00,-0.02150538
2005-12-20 00:00:00+00:00,-0.00543478
2005-12-21 00:00:00+00:00,-0.00163339
2005-12-22 00:00:00+00:00,-0.01018182
2005-12-23 00:00:00+00:00,0.00382932
2005-12-27 00:00:00+00:00,-0.00073206
2005-12-28 00:00:00+00:00,-0.00000000
2005-12-29 00:00:00+00:00,0.00000000
2005-12-30 00:00:00+00:00,0.00729927
2006-01-03 00:00:00+00:00,0.00499947
2006-01-04 00:00:00+00:00,0.06884058
2006-01-05 00:00:00+00:00,-0.01401051
2006-01-06 00:00:00+00:00,0.00175131
2006-01-09 00:00:00+00:00,0.00352113
2006-01-10 00:00:00+00:00,-0.04035088
2006-01-11 00:00:00+00:00,-0.00538600
2006-01-12 00:00:00+00:00,-0.01618705
2006-01-13 00:00:00+00:00,-0.04159132
2006-01-17 00:00:00+00:00,0.00000000
2006-01-18 00:00:00+00:00,0.00740741
2006-01-19 00:00:00+00:00,-0.00202952
