Date,EURIBOR
2000-01-05 00:00:00+00:00,0.00073945
2000-01-06 00:00:00+00:00,-0.00042241
2000-01-07 00:00:00+00:00,0.00242949
2000-01-10 00:00:00+00:00,0.00147695
2000-01-11 00:00:00+00:00,-0.00295228
2000-01-12 00:00:00+00:00,-0.00058066
2000-01-13 00:00:00+00:00,0.00068645
2000-01-14 00:00:00+00:00,-0.00036953
2000-01-17 00:00:00+00:00,-0.00058084
2000-01-18 00:00:00+00:00,-0.00137326
2000-01-19 00:00:00+00:00,0.00084625
2000-01-20 00:00:00+00:00,-0.00084589
2000-01-21 00:00:00+00:00,-0.00031734
2000-01-24 00:00:00+00:00,0.00047609
2000-01-25 00:00:00+00:00,0.00121635
2000-01-26 00:00:00+00:00,-0.00026426
2000-01-27 00:00:00+00:00,-0.00211439
2000-01-28 00:00:00+00:00,0.00079365
2000-01-31 00:00:00+00:00,0.00079336
2000-02-01 00:00:00+00:00,0.00232620
2000-02-02 00:00:00+00:00,-0.00021124
2000-02-03 00:00:00+00:00,-0.00042252
2000-02-04 00:00:00+00:00,-0.00110941
2000-02-07 00:00:00+00:00,-0.00132142
2000-02-08 00:00:00+00:00,0.00079336
2000-02-09 00:00:00+00:00,-0.00111029
2000-02-10 00:00:00+00:00,-0.00063482
2000-02-11 00:00:00+00:00,-0.00026461
2000-02-14 00:00:00+00:00,0.00121738
2000-02-15 00:00:00+00:00,-0.00047609
2000-02-16 00:00:00+00:00,-0.00031748
2000-02-17 00:00:00+00:00,-0.00074086
2000-02-18 00:00:00+00:00,0.00015881
2000-02-21 00:00:00+00:00,0.00142918
2000-02-22 00:00:00+00:00,0.00280334
2000-02-23 00:00:00+00:00,-0.00015845
2000-02-24 00:00:00+00:00,0.00158462
2000-02-25 00:00:00+00:00,-0.00068609
2000-02-28 00:00:00+00:00,-0.00137268
2000-02-29 00:00:00+00:00,0.00010567
2000-03-01 00:00:00+00:00,0.00005283
2000-03-02 00:00:00+00:00,-0.00132079
2000-03-03 00:00:00+00:00,0.00121590
2000-03-06 00:00:00+00:00,0.00042265
2000-03-07 00:00:00+00:00,0.00000000
2000-03-08 00:00:00+00:00,0.00063385
2000-03-09 00:00:00+00:00,0.00211216
2000-03-10 00:00:00+00:00,-0.00137138
2000-03-13 00:00:00+00:00,0.00095007
2000-03-14 00:00:00+00:00,-0.00063304
2000-03-15 00:00:00+00:00,0.00026385
2000-03-16 00:00:00+00:00,0.00195230
2000-03-17 00:00:00+00:00,0.00047446
2000-03-20 00:00:00+00:00,-0.00026350
2000-03-21 00:00:00+00:00,0.00052706
2000-03-22 00:00:00+00:00,-0.00052693
2000-03-23 00:00:00+00:00,0.00063248
2000-03-24 00:00:00+00:00,-0.00105380
2000-03-27 00:00:00+00:00,-0.00126522
2000-03-28 00:00:00+00:00,0.00116052
2000-03-29 00:00:00+00:00,-0.00089625
2000-03-30 00:00:00+00:00,0.00110759
2000-03-31 00:00:00+00:00,0.00073801
2000-04-03 00:00:00+00:00,0.00063234
2000-04-04 00:00:00+00:00,0.00021070
2000-04-05 00:00:00+00:00,0.00231750
2000-04-06 00:00:00+00:00,-0.00152575
2000-04-07 00:00:00+00:00,-0.00026325
2000-04-10 00:00:00+00:00,0.00031522
2000-04-11 00:00:00+00:00,-0.00005265
2000-04-12 00:00:00+00:00,-0.00042119
2000-04-13 00:00:00+00:00,-0.00042127
2000-04-14 00:00:00+00:00,-0.00073739
2000-04-17 00:00:00+00:00,-0.00063231
2000-04-18 00:00:00+00:00,0.00015818
2000-04-19 00:00:00+00:00,-0.00063264
2000-04-20 00:00:00+00:00,-0.00021095
2000-04-25 00:00:00+00:00,-0.00063288
2000-04-26 00:00:00+00:00,0.00026378
2000-04-27 00:00:00+00:00,-0.00068576
2000-04-28 00:00:00+00:00,-0.00031661
2000-05-02 00:00:00+00:00,-0.00205816
2000-05-03 00:00:00+00:00,-0.00126790
2000-05-04 00:00:00+00:00,-0.00116304
2000-05-05 00:00:00+00:00,-0.00100503
2000-05-08 00:00:00+00:00,0.00047629
2000-05-09 00:00:00+00:00,0.00052907
2000-05-10 00:00:00+00:00,0.00105787
2000-05-11 00:00:00+00:00,-0.00253740
2000-05-12 00:00:00+00:00,0.00005293
2000-05-15 00:00:00+00:00,0.00095263
2000-05-16 00:00:00+00:00,-0.00021161
2000-05-17 00:00:00+00:00,-0.00248664
2000-05-18 00:00:00+00:00,-0.00021189
2000-05-19 00:00:00+00:00,-0.00084764
2000-05-22 00:00:00+00:00,0.00132499
2000-05-23 00:00:00+00:00,0.00021186
2000-05-24 00:00:00+00:00,0.00153594
2000-05-25 00:00:00+00:00,0.00121725
2000-05-26 00:00:00+00:00,0.00174539
2000-05-30 00:00:00+00:00,-0.00216656
2000-05-31 00:00:00+00:00,-0.00010579
2000-06-01 00:00:00+00:00,0.00063479
2000-06-02 00:00:00+00:00,0.00269699
2000-06-05 00:00:00+00:00,0.00058093
2000-06-06 00:00:00+00:00,0.00010560
2000-06-07 00:00:00+00:00,0.00068631
2000-06-08 00:00:00+00:00,-0.00311379
2000-06-09 00:00:00+00:00,0.00015857
2000-06-12 00:00:00+00:00,-0.00031711
2000-06-13 00:00:00+00:00,0.00174437
2000-06-14 00:00:00+00:00,-0.00058093
2000-06-15 00:00:00+00:00,0.00063395
2000-06-16 00:00:00+00:00,0.00126749
2000-06-19 00:00:00+00:00,-0.00068612
2000-06-20 00:00:00+00:00,-0.00084473
2000-06-21 00:00:00+00:00,-0.00205990
2000-06-22 00:00:00+00:00,-0.00058158
2000-06-23 00:00:00+00:00,-0.00079327
2000-06-26 00:00:00+00:00,0.00010581
2000-06-27 00:00:00+00:00,0.00021162
2000-06-28 00:00:00+00:00,0.00000000
2000-06-29 00:00:00+00:00,0.00132247
2000-06-30 00:00:00+00:00,0.00026431
2000-07-03 00:00:00+00:00,-0.00079285
2000-07-04 00:00:00+00:00,0.00005288
2000-07-05 00:00:00+00:00,0.00142766
2000-07-06 00:00:00+00:00,-0.00110964
2000-07-07 00:00:00+00:00,0.00063442
2000-07-10 00:00:00+00:00,-0.00068710
2000-07-11 00:00:00+00:00,0.00021076
2000-07-12 00:00:00+00:00,-0.00095158
2000-07-13 00:00:00+00:00,-0.00052890
2000-07-14 00:00:00+00:00,-0.00095223
2000-07-17 00:00:00+00:00,-0.00052927
2000-07-18 00:00:00+00:00,-0.00042353
2000-07-19 00:00:00+00:00,0.00058260
2000-07-20 00:00:00+00:00,0.00063536
2000-07-21 00:00:00+00:00,0.00026465
2000-07-24 00:00:00+00:00,-0.00042339
2000-07-25 00:00:00+00:00,0.00074109
2000-07-26 00:00:00+00:00,0.00089957
2000-07-27 00:00:00+00:00,-0.00047601
2000-07-28 00:00:00+00:00,-0.00031741
2000-07-31 00:00:00+00:00,0.00000000
2000-08-01 00:00:00+00:00,0.00089947
2000-08-02 00:00:00+00:00,-0.00058176
2000-08-03 00:00:00+00:00,0.00005290
2000-08-04 00:00:00+00:00,0.00058192
2000-08-07 00:00:00+00:00,0.00074043
2000-08-08 00:00:00+00:00,-0.00052868
2000-08-09 00:00:00+00:00,-0.00021153
2000-08-10 00:00:00+00:00,0.00089909
2000-08-11 00:00:00+00:00,-0.00137450
2000-08-14 00:00:00+00:00,-0.00047609
2000-08-15 00:00:00+00:00,-0.00058204
