Date,BBCOMM
2006-12-13 00:00:00+00:00,0.00119048
2006-12-14 00:00:00+00:00,0.00891795
2006-12-15 00:00:00+00:00,-0.00589275
2006-12-18 00:00:00+00:00,-0.01126260
2006-12-19 00:00:00+00:00,0.00479616
2006-12-20 00:00:00+00:00,-0.00477327
2006-12-21 00:00:00+00:00,-0.00419664
2006-12-22 00:00:00+00:00,0.00301023
2006-12-26 00:00:00+00:00,-0.00180072
2006-12-27 00:00:00+00:00,-0.00360794
2006-12-28 00:00:00+00:00,0.00422450
2006-12-29 00:00:00+00:00,0.00000000
2007-01-03 00:00:00+00:00,-0.03125000
2007-01-04 00:00:00+00:00,-0.00992556
2007-01-05 00:00:00+00:00,-0.01190476
2007-01-08 00:00:00+00:00,-0.00570704
2007-01-09 00:00:00+00:00,-0.00573980
2007-01-10 00:00:00+00:00,0.00962155
2007-01-11 00:00:00+00:00,-0.00063532
2007-01-12 00:00:00+00:00,0.01398601
2007-01-16 00:00:00+00:00,-0.00501567
2007-01-17 00:00:00+00:00,-0.00189036
2007-01-18 00:00:00+00:00,0.00063131
2007-01-19 00:00:00+00:00,0.00883281
2007-01-22 00:00:00+00:00,0.01000625
2007-01-23 00:00:00+00:00,0.01857585
2007-01-24 00:00:00+00:00,-0.00486322
2007-01-25 00:00:00+00:00,-0.00671961
2007-01-26 00:00:00+00:00,0.00307503
2007-01-29 00:00:00+00:00,-0.01900674
2007-01-30 00:00:00+00:00,0.03125000
2007-01-31 00:00:00+00:00,0.00969697
2007-02-01 00:00:00+00:00,-0.00900360
2007-02-02 00:00:00+00:00,0.00000000
2007-02-05 00:00:00+00:00,0.00545124
2007-02-06 00:00:00+00:00,-0.00120482
2007-02-07 00:00:00+00:00,-0.00663450
2007-02-08 00:00:00+00:00,0.00910747
2007-02-09 00:00:00+00:00,0.00902527
2007-02-12 00:00:00+00:00,-0.02146691
2007-02-13 00:00:00+00:00,0.01279707
2007-02-14 00:00:00+00:00,-0.00300842
2007-02-15 00:00:00+00:00,0.00784550
2007-02-16 00:00:00+00:00,0.00598802
2007-02-20 00:00:00+00:00,-0.00714286
2007-02-21 00:00:00+00:00,0.01678657
2007-02-22 00:00:00+00:00,0.01297170
2007-02-23 00:00:00+00:00,0.00756694
2007-02-26 00:00:00+00:00,0.00231080
2007-02-27 00:00:00+00:00,-0.00979827
2007-02-28 00:00:00+00:00,-0.00232829
2007-03-01 00:00:00+00:00,0.00350058
2007-03-02 00:00:00+00:00,-0.02383721
2007-03-05 00:00:00+00:00,-0.02263252
2007-03-06 00:00:00+00:00,0.02112847
2007-03-07 00:00:00+00:00,0.02089552
2007-03-08 00:00:00+00:00,0.00650118
2007-03-09 00:00:00+00:00,-0.02060035
2007-03-12 00:00:00+00:00,-0.01367420
2007-03-13 00:00:00+00:00,-0.00419413
2007-03-14 00:00:00+00:00,0.00120337
2007-03-15 00:00:00+00:00,0.00000000
2007-03-16 00:00:00+00:00,0.00120192
2007-03-19 00:00:00+00:00,-0.00240096
2007-03-20 00:00:00+00:00,0.00120337
2007-03-21 00:00:00+00:00,0.00540865
2007-03-22 00:00:00+00:00,0.01613867
2007-03-23 00:00:00+00:00,-0.00352941
2007-03-26 00:00:00+00:00,0.00295159
2007-03-27 00:00:00+00:00,-0.00294291
2007-03-28 00:00:00+00:00,0.01003542
2007-03-29 00:00:00+00:00,0.00526008
2007-03-30 00:00:00+00:00,-0.00290698
2007-04-02 00:00:00+00:00,-0.00233236
2007-04-03 00:00:00+00:00,-0.00292227
2007-04-04 00:00:00+00:00,0.01230950
2007-04-05 00:00:00+00:00,0.00115808
2007-04-09 00:00:00+00:00,-0.00057837
