Date,ETHANOL
2005-05-18 00:00:00+00:00,
2005-05-19 00:00:00+00:00,-0.00007811
2005-05-20 00:00:00+00:00,-0.00007861
2005-05-23 00:00:00+00:00,0.01701485
2005-05-24 00:00:00+00:00,0.01686910
2005-05-25 00:00:00+00:00,0.01672709
2005-05-26 00:00:00+00:00,-0.00007950
2005-05-27 00:00:00+00:00,-0.00008014
2005-05-31 00:00:00+00:00,-0.00008000
2005-06-01 00:00:00+00:00,0.01658569
2005-06-02 00:00:00+00:00,0.01644776
2005-06-03 00:00:00+00:00,-0.00008172
2005-06-06 00:00:00+00:00,-0.00008139
2005-06-07 00:00:00+00:00,0.03270508
2005-06-08 00:00:00+00:00,-0.00008213
2005-06-09 00:00:00+00:00,-0.00008153
2005-06-10 00:00:00+00:00,-0.00008194
2005-06-13 00:00:00+00:00,-0.00008139
2005-06-14 00:00:00+00:00,-0.00008139
2005-06-15 00:00:00+00:00,-0.00008139
2005-06-16 00:00:00+00:00,0.04024217
2005-06-17 00:00:00+00:00,0.01542290
2005-06-20 00:00:00+00:00,0.09991912
2005-06-21 00:00:00+00:00,-0.00008213
2005-06-22 00:00:00+00:00,0.05119969
2005-06-23 00:00:00+00:00,0.05705933
2005-06-24 00:00:00+00:00,-0.00008366
2005-06-27 00:00:00+00:00,-0.00008444
2005-06-28 00:00:00+00:00,-0.00008514
2005-06-29 00:00:00+00:00,0.06935930
2005-06-30 00:00:00+00:00,-0.02693097
2005-07-01 00:00:00+00:00,0.01351956
2005-07-05 00:00:00+00:00,0.01342735
2005-07-06 00:00:00+00:00,-0.00008686
2005-07-07 00:00:00+00:00,0.08045135
2005-07-08 00:00:00+00:00,0.05152632
2005-07-11 00:00:00+00:00,0.03764996
2005-07-12 00:00:00+00:00,0.03694976
2005-07-13 00:00:00+00:00,-0.00008755
2005-07-14 00:00:00+00:00,-0.02432992
2005-07-15 00:00:00+00:00,-0.01235860
2005-07-18 00:00:00+00:00,0.01842986
2005-07-19 00:00:00+00:00,0.04839526
2005-07-20 00:00:00+00:00,0.02343950
2005-07-21 00:00:00+00:00,-0.07067925
2005-07-22 00:00:00+00:00,-0.00009158
2005-07-25 00:00:00+00:00,0.05445296
2005-07-26 00:00:00+00:00,-0.04032280
2005-07-27 00:00:00+00:00,-0.00009241
2005-07-28 00:00:00+00:00,-0.00009194
2005-07-29 00:00:00+00:00,-0.00009255
2005-08-01 00:00:00+00:00,0.04781095
2005-08-02 00:00:00+00:00,-0.02321588
2005-08-03 00:00:00+00:00,0.04668969
2005-08-04 00:00:00+00:00,0.02322926
2005-08-05 00:00:00+00:00,0.00852508
2005-08-08 00:00:00+00:00,0.03428835
2005-08-09 00:00:00+00:00,-0.01714092
2005-08-10 00:00:00+00:00,0.02839470
2005-08-11 00:00:00+00:00,0.04215833
2005-08-12 00:00:00+00:00,0.06309135
2005-08-15 00:00:00+00:00,0.02671432
2005-08-16 00:00:00+00:00,0.03173422
2005-08-17 00:00:00+00:00,-0.03664913
2005-08-18 00:00:00+00:00,0.04326613
2005-08-19 00:00:00+00:00,0.01313205
2005-08-22 00:00:00+00:00,0.00779982
2005-08-23 00:00:00+00:00,0.00511273
2005-08-24 00:00:00+00:00,0.01026783
2005-08-25 00:00:00+00:00,-0.01301550
2005-08-26 00:00:00+00:00,0.00250800
2005-08-29 00:00:00+00:00,0.04156967
2005-08-30 00:00:00+00:00,0.06674119
2005-08-31 00:00:00+00:00,0.14206098
2005-09-01 00:00:00+00:00,0.13689320
2005-09-02 00:00:00+00:00,-0.00009422
2005-09-06 00:00:00+00:00,-0.02963092
2005-09-07 00:00:00+00:00,-0.02137179
2005-09-08 00:00:00+00:00,-0.02330097
2005-09-09 00:00:00+00:00,0.00622102
2005-09-12 00:00:00+00:00,-0.00642430
2005-09-13 00:00:00+00:00,-0.02349861
2005-09-14 00:00:00+00:00,-0.01501876
2005-09-15 00:00:00+00:00,-0.04077875
2005-09-16 00:00:00+00:00,-0.17040031
2005-09-19 00:00:00+00:00,0.02885154
2005-09-20 00:00:00+00:00,0.03067140
2005-09-21 00:00:00+00:00,-0.00009227
2005-09-22 00:00:00+00:00,0.06319720
2005-09-23 00:00:00+00:00,-0.06107038
2005-09-26 00:00:00+00:00,0.03405143
2005-09-27 00:00:00+00:00,-0.00009505
2005-09-28 00:00:00+00:00,0.06332102
2005-09-29 00:00:00+00:00,0.02284008
2005-09-30 00:00:00+00:00,-0.00234363
2005-10-03 00:00:00+00:00,0.01121522
2005-10-04 00:00:00+00:00,-0.00009797
2005-10-05 00:00:00+00:00,-0.00009708
2005-10-06 00:00:00+00:00,-0.04100720
2005-10-07 00:00:00+00:00,0.00819669
2005-10-10 00:00:00+00:00,-0.00700128
2005-10-11 00:00:00+00:00,-0.00379778
2005-10-12 00:00:00+00:00,-0.01630417
2005-10-13 00:00:00+00:00,-0.01421959
2005-10-14 00:00:00+00:00,-0.10436796
2005-10-17 00:00:00+00:00,0.04521723
2005-10-18 00:00:00+00:00,-0.06275880
2005-10-19 00:00:00+00:00,-0.00010472
2005-10-20 00:00:00+00:00,0.02962551
2005-10-21 00:00:00+00:00,-0.01063123
2005-10-24 00:00:00+00:00,-0.01852569
2005-10-25 00:00:00+00:00,0.04583867
2005-10-26 00:00:00+00:00,0.06058013
2005-10-27 00:00:00+00:00,-0.01036188
2005-10-28 00:00:00+00:00,0.06206992
2005-10-31 00:00:00+00:00,-0.01961789
2005-11-01 00:00:00+00:00,0.02206008
2005-11-02 00:00:00+00:00,-0.00010672
2005-11-03 00:00:00+00:00,-0.01481260
2005-11-04 00:00:00+00:00,-0.00010736
2005-11-07 00:00:00+00:00,-0.01503190
2005-11-08 00:00:00+00:00,-0.00507019
2005-11-09 00:00:00+00:00,0.01485482
2005-11-10 00:00:00+00:00,0.00490456
2005-11-11 00:00:00+00:00,-0.00010797
2005-11-14 00:00:00+00:00,-0.00762644
2005-11-15 00:00:00+00:00,0.00737277
2005-11-16 00:00:00+00:00,-0.04466334
2005-11-17 00:00:00+00:00,0.00507287
2005-11-18 00:00:00+00:00,-0.01581547
2005-11-21 00:00:00+00:00,0.00255152
2005-11-22 00:00:00+00:00,-0.01068817
2005-11-23 00:00:00+00:00,0.00778746
2005-11-25 00:00:00+00:00,-0.04254773
2005-11-28 00:00:00+00:00,0.00254594
2005-11-29 00:00:00+00:00,0.00793479
2005-11-30 00:00:00+00:00,-0.01373125
2005-12-01 00:00:00+00:00,0.02962148
2005-12-02 00:00:00+00:00,0.01061562
2005-12-05 00:00:00+00:00,-0.00010894
2005-12-06 00:00:00+00:00,-0.00010922
2005-12-07 00:00:00+00:00,0.03967863
2005-12-08 00:00:00+00:00,-0.00794003
2005-12-09 00:00:00+00:00,0.02593467
2005-12-12 00:00:00+00:00,0.00504806
2005-12-13 00:00:00+00:00,0.00758647
2005-12-14 00:00:00+00:00,0.00500921
2005-12-15 00:00:00+00:00,0.01775029
2005-12-16 00:00:00+00:00,0.00746932
2005-12-19 00:00:00+00:00,-0.00263294
2005-12-20 00:00:00+00:00,0.02014539
2005-12-21 00:00:00+00:00,-0.01003389
2005-12-22 00:00:00+00:00,0.02495405
2005-12-23 00:00:00+00:00,-0.00508351
2005-12-27 00:00:00+00:00,-0.00510792
2005-12-28 00:00:00+00:00,0.00994317
2005-12-29 00:00:00+00:00,-0.01499547
2005-12-30 00:00:00+00:00,0.07149433
2006-01-03 00:00:00+00:00,0.03872337
2006-01-04 00:00:00+00:00,0.00462567
2006-01-05 00:00:00+00:00,0.03543081
2006-01-06 00:00:00+00:00,0.04184396
2006-01-09 00:00:00+00:00,0.02261292
2006-01-10 00:00:00+00:00,0.02041900
2006-01-11 00:00:00+00:00,0.02145968
2006-01-12 00:00:00+00:00,0.03867630
2006-01-13 00:00:00+00:00,0.06796756
2006-01-17 00:00:00+00:00,0.03881688
2006-01-18 00:00:00+00:00,-0.00818276
2006-01-19 00:00:00+00:00,-0.01637850
2006-01-20 00:00:00+00:00,0.02080184
2006-01-23 00:00:00+00:00,-0.00218422
2006-01-24 00:00:00+00:00,-0.01458231
2006-01-25 00:00:00+00:00,-0.00845325
2006-01-26 00:00:00+00:00,0.00408154
2006-01-27 00:00:00+00:00,-0.00012047
2006-01-30 00:00:00+00:00,0.01248430
2006-01-31 00:00:00+00:00,-0.00012111
2006-02-01 00:00:00+00:00,0.04137280
2006-02-02 00:00:00+00:00,0.02012161
2006-02-03 00:00:00+00:00,0.02368841
2006-02-06 00:00:00+00:00,0.00580825
2006-02-07 00:00:00+00:00,-0.00209814
2006-02-08 00:00:00+00:00,0.03531094
2006-02-09 00:00:00+00:00,0.01910822
2006-02-10 00:00:00+00:00,0.07621277
2006-02-13 00:00:00+00:00,0.00353976
2006-02-14 00:00:00+00:00,-0.02942783
2006-02-15 00:00:00+00:00,-0.04163263
2006-02-16 00:00:00+00:00,-0.06821650
2006-02-17 00:00:00+00:00,-0.03048762
2006-02-21 00:00:00+00:00,0.00602346
2006-02-22 00:00:00+00:00,0.02223392
2006-02-23 00:00:00+00:00,-0.00619723
2006-02-24 00:00:00+00:00,-0.00012463
2006-02-27 00:00:00+00:00,0.01620181
2006-02-28 00:00:00+00:00,-0.05657667
2006-03-01 00:00:00+00:00,-0.00012450
2006-03-02 00:00:00+00:00,-0.01871962
2006-03-03 00:00:00+00:00,0.00406796
2006-03-06 00:00:00+00:00,0.00611251
2006-03-07 00:00:00+00:00,-0.02929102
2006-03-08 00:00:00+00:00,-0.01483024
2006-03-09 00:00:00+00:00,-0.00648015
2006-03-10 00:00:00+00:00,0.00198493
2006-03-13 00:00:00+00:00,-0.01067302
2006-03-14 00:00:00+00:00,0.03817296
2006-03-15 00:00:00+00:00,0.03125542
2006-03-16 00:00:00+00:00,-0.00629761
2006-03-17 00:00:00+00:00,-0.00429227
2006-03-20 00:00:00+00:00,-0.00012583
2006-03-21 00:00:00+00:00,0.00195634
2006-03-22 00:00:00+00:00,0.02269458
2006-03-23 00:00:00+00:00,0.00599615
2006-03-24 00:00:00+00:00,0.01436715
2006-03-27 00:00:00+00:00,0.02011717
2006-03-28 00:00:00+00:00,0.01590618
2006-03-29 00:00:00+00:00,0.01387495
2006-03-30 00:00:00+00:00,0.02382718
2006-03-31 00:00:00+00:00,0.01368165
2006-04-03 00:00:00+00:00,0.00379582
