Date,CANOLA
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,0.00647160
2000-01-06 00:00:00+00:00,0.01463967
2000-01-07 00:00:00+00:00,0.01260896
2000-01-10 00:00:00+00:00,-0.02323448
2000-01-11 00:00:00+00:00,0.00802237
2000-01-12 00:00:00+00:00,0.01185190
2000-01-13 00:00:00+00:00,0.02496780
2000-01-14 00:00:00+00:00,0.00786662
2000-01-17 00:00:00+00:00,0.01013572
2000-01-18 00:00:00+00:00,0.00287331
2000-01-19 00:00:00+00:00,0.01453419
2000-01-20 00:00:00+00:00,0.01367200
2000-01-21 00:00:00+00:00,0.00652698
2000-01-24 00:00:00+00:00,0.01759827
2000-01-25 00:00:00+00:00,-0.00932622
2000-01-26 00:00:00+00:00,-0.01744169
2000-01-27 00:00:00+00:00,0.01764160
2000-01-28 00:00:00+00:00,-0.00126716
2000-01-31 00:00:00+00:00,-0.02739151
2000-02-01 00:00:00+00:00,-0.01247014
2000-02-02 00:00:00+00:00,-0.01367801
2000-02-03 00:00:00+00:00,-0.02434198
2000-02-04 00:00:00+00:00,-0.01853447
2000-02-07 00:00:00+00:00,0.00176581
2000-02-08 00:00:00+00:00,-0.01559148
2000-02-09 00:00:00+00:00,0.00721128
2000-02-10 00:00:00+00:00,0.02734394
2000-02-11 00:00:00+00:00,-0.02229346
2000-02-14 00:00:00+00:00,0.00060915
2000-02-15 00:00:00+00:00,-0.01560498
2000-02-16 00:00:00+00:00,0.00991108
2000-02-17 00:00:00+00:00,-0.00712728
2000-02-18 00:00:00+00:00,0.01302152
2000-02-21 00:00:00+00:00,0.02142128
2000-02-22 00:00:00+00:00,0.00936352
2000-02-23 00:00:00+00:00,-0.04113983
2000-02-24 00:00:00+00:00,0.01222991
2000-02-25 00:00:00+00:00,-0.02366580
2000-02-28 00:00:00+00:00,-0.01889644
2000-02-29 00:00:00+00:00,0.00258997
2000-03-01 00:00:00+00:00,-0.00448806
2000-03-02 00:00:00+00:00,-0.00568588
2000-03-03 00:00:00+00:00,0.01916100
2000-03-06 00:00:00+00:00,0.02494852
2000-03-07 00:00:00+00:00,-0.00016950
2000-03-08 00:00:00+00:00,-0.00290281
2000-03-09 00:00:00+00:00,-0.00094895
2000-03-10 00:00:00+00:00,-0.01732572
2000-03-13 00:00:00+00:00,0.01801840
2000-03-14 00:00:00+00:00,0.03401615
2000-03-15 00:00:00+00:00,-0.01227293
2000-03-16 00:00:00+00:00,0.03008669
2000-03-17 00:00:00+00:00,0.05446764
2000-03-20 00:00:00+00:00,-0.05548598
2000-03-21 00:00:00+00:00,-0.01652224
2000-03-22 00:00:00+00:00,0.01444625
2000-03-23 00:00:00+00:00,-0.02136864
2000-03-24 00:00:00+00:00,0.01713480
2000-03-27 00:00:00+00:00,0.00429755
2000-03-28 00:00:00+00:00,-0.00685985
2000-03-29 00:00:00+00:00,0.01699301
2000-03-30 00:00:00+00:00,0.02351555
2000-03-31 00:00:00+00:00,-0.00017089
2000-04-03 00:00:00+00:00,0.03346797
2000-04-04 00:00:00+00:00,-0.01997505
2000-04-05 00:00:00+00:00,0.01399089
2000-04-06 00:00:00+00:00,-0.03225452
2000-04-07 00:00:00+00:00,0.01192117
2000-04-10 00:00:00+00:00,-0.00344902
2000-04-11 00:00:00+00:00,-0.01111841
2000-04-12 00:00:00+00:00,0.02293281
2000-04-13 00:00:00+00:00,0.02158595
2000-04-14 00:00:00+00:00,-0.02706995
2000-04-17 00:00:00+00:00,0.00673764
2000-04-18 00:00:00+00:00,0.02699513
2000-04-19 00:00:00+00:00,-0.01267788
2000-04-20 00:00:00+00:00,-0.00520255
2000-04-24 00:00:00+00:00,0.03082316
2000-04-25 00:00:00+00:00,0.00018660
2000-04-26 00:00:00+00:00,-0.01080113
2000-04-27 00:00:00+00:00,-0.02870813
2000-04-28 00:00:00+00:00,-0.01500817
2000-05-01 00:00:00+00:00,0.06109964
2000-05-02 00:00:00+00:00,-0.00690931
2000-05-03 00:00:00+00:00,0.02295200
2000-05-04 00:00:00+00:00,-0.00052254
2000-05-05 00:00:00+00:00,-0.03144379
2000-05-08 00:00:00+00:00,-0.03158119
2000-05-09 00:00:00+00:00,-0.00199046
2000-05-10 00:00:00+00:00,0.03758570
2000-05-11 00:00:00+00:00,-0.01480996
2000-05-12 00:00:00+00:00,-0.01633555
2000-05-15 00:00:00+00:00,-0.05010464
2000-05-16 00:00:00+00:00,0.04218421
2000-05-17 00:00:00+00:00,0.00268872
2000-05-18 00:00:00+00:00,0.02868471
2000-05-19 00:00:00+00:00,0.01281185
2000-05-22 00:00:00+00:00,-0.00017061
2000-05-23 00:00:00+00:00,-0.03364670
2000-05-24 00:00:00+00:00,-0.02641286
2000-05-25 00:00:00+00:00,-0.02029195
2000-05-26 00:00:00+00:00,0.00528164
2000-05-29 00:00:00+00:00,-0.02336575
2000-05-30 00:00:00+00:00,-0.02328682
2000-05-31 00:00:00+00:00,0.00725693
2000-06-01 00:00:00+00:00,0.01461524
2000-06-02 00:00:00+00:00,0.02625168
2000-06-05 00:00:00+00:00,-0.01792451
2000-06-06 00:00:00+00:00,0.00165649
2000-06-07 00:00:00+00:00,-0.01956433
2000-06-08 00:00:00+00:00,0.00056656
2000-06-09 00:00:00+00:00,0.00167262
2000-06-12 00:00:00+00:00,-0.02488418
2000-06-13 00:00:00+00:00,0.00804420
2000-06-14 00:00:00+00:00,-0.00872259
2000-06-15 00:00:00+00:00,-0.00465380
2000-06-16 00:00:00+00:00,0.00543616
2000-06-19 00:00:00+00:00,-0.00613436
2000-06-20 00:00:00+00:00,-0.00801592
2000-06-21 00:00:00+00:00,-0.00429652
2000-06-22 00:00:00+00:00,-0.01407405
2000-06-23 00:00:00+00:00,-0.02135810
2000-06-26 00:00:00+00:00,-0.00667267
2000-06-27 00:00:00+00:00,-0.00977380
2000-06-28 00:00:00+00:00,-0.00904925
2000-06-29 00:00:00+00:00,0.01726533
2000-06-30 00:00:00+00:00,-0.01245468
2000-07-03 00:00:00+00:00,-0.00017172
2000-07-04 00:00:00+00:00,-0.02717632
2000-07-05 00:00:00+00:00,0.00139312
2000-07-06 00:00:00+00:00,-0.01738890
2000-07-07 00:00:00+00:00,0.01683444
2000-07-10 00:00:00+00:00,-0.01036398
2000-07-11 00:00:00+00:00,0.02382957
2000-07-12 00:00:00+00:00,0.00177474
2000-07-13 00:00:00+00:00,-0.01500504
2000-07-14 00:00:00+00:00,-0.00760897
2000-07-17 00:00:00+00:00,-0.00174216
2000-07-18 00:00:00+00:00,-0.00373965
2000-07-19 00:00:00+00:00,-0.00057518
2000-07-20 00:00:00+00:00,0.00496577
2000-07-21 00:00:00+00:00,0.02833757
2000-07-24 00:00:00+00:00,-0.00363165
2000-07-25 00:00:00+00:00,-0.00712367
2000-07-26 00:00:00+00:00,0.00136992
2000-07-27 00:00:00+00:00,-0.00250176
2000-07-28 00:00:00+00:00,0.00756671
2000-07-31 00:00:00+00:00,-0.00287908
2000-08-01 00:00:00+00:00,0.00986576
2000-08-02 00:00:00+00:00,0.00481747
2000-08-03 00:00:00+00:00,-0.00401588
2000-08-04 00:00:00+00:00,-0.01554694
2000-08-08 00:00:00+00:00,0.01104637
2000-08-09 00:00:00+00:00,-0.00827310
2000-08-10 00:00:00+00:00,0.00059278
2000-08-11 00:00:00+00:00,0.00097703
2000-08-14 00:00:00+00:00,0.01024354
2000-08-15 00:00:00+00:00,-0.00555985
2000-08-16 00:00:00+00:00,0.02408694
2000-08-17 00:00:00+00:00,-0.00969410
2000-08-18 00:00:00+00:00,-0.00132796
2000-08-21 00:00:00+00:00,-0.00706717
2000-08-22 00:00:00+00:00,-0.00440247
2000-08-23 00:00:00+00:00,0.00751354
2000-08-24 00:00:00+00:00,0.00365116
2000-08-25 00:00:00+00:00,-0.00859850
2000-08-28 00:00:00+00:00,0.00519585
2000-08-29 00:00:00+00:00,0.01743549
2000-08-30 00:00:00+00:00,-0.00246046
2000-08-31 00:00:00+00:00,0.03251734
2000-09-01 00:00:00+00:00,-0.00092939
2000-09-05 00:00:00+00:00,0.04959484
2000-09-06 00:00:00+00:00,-0.04434009
2000-09-07 00:00:00+00:00,-0.01399035
2000-09-08 00:00:00+00:00,0.02199428
2000-09-11 00:00:00+00:00,-0.00687122
2000-09-12 00:00:00+00:00,0.00057010
2000-09-13 00:00:00+00:00,-0.01023531
2000-09-14 00:00:00+00:00,-0.02341621
2000-09-15 00:00:00+00:00,-0.01950333
2000-09-18 00:00:00+00:00,0.00594540
2000-09-19 00:00:00+00:00,-0.00742753
2000-09-20 00:00:00+00:00,0.00863077
2000-09-21 00:00:00+00:00,0.01088215
2000-09-22 00:00:00+00:00,0.01233583
2000-09-25 00:00:00+00:00,-0.01714032
2000-09-26 00:00:00+00:00,0.01122818
2000-09-27 00:00:00+00:00,0.02024438
2000-09-28 00:00:00+00:00,0.00805292
2000-09-29 00:00:00+00:00,-0.00316290
2000-10-02 00:00:00+00:00,-0.00166815
2000-10-03 00:00:00+00:00,-0.00689926
2000-10-04 00:00:00+00:00,-0.00692443
2000-10-05 00:00:00+00:00,-0.00093277
2000-10-06 00:00:00+00:00,-0.00430834
2000-10-09 00:00:00+00:00,-0.00018033
2000-10-10 00:00:00+00:00,0.00096317
2000-10-11 00:00:00+00:00,-0.01111108
2000-10-12 00:00:00+00:00,-0.01041009
2000-10-13 00:00:00+00:00,-0.03065541
2000-10-16 00:00:00+00:00,0.00136586
2000-10-17 00:00:00+00:00,0.01952434
2000-10-18 00:00:00+00:00,-0.00975688
2000-10-19 00:00:00+00:00,0.00520828
2000-10-20 00:00:00+00:00,-0.01285509
2000-10-23 00:00:00+00:00,-0.01215222
2000-10-24 00:00:00+00:00,0.01146710
2000-10-25 00:00:00+00:00,-0.00134208
2000-10-26 00:00:00+00:00,-0.02258614
2000-10-27 00:00:00+00:00,-0.00681883
2000-10-30 00:00:00+00:00,-0.01585793
2000-10-31 00:00:00+00:00,-0.00689535
2000-11-01 00:00:00+00:00,0.01877368
2000-11-02 00:00:00+00:00,0.03202344
2000-11-03 00:00:00+00:00,-0.00289006
2000-11-06 00:00:00+00:00,0.00523262
2000-11-07 00:00:00+00:00,0.00406205
2000-11-08 00:00:00+00:00,0.01829809
2000-11-09 00:00:00+00:00,-0.02079519
2000-11-10 00:00:00+00:00,-0.00983273
2000-11-14 00:00:00+00:00,0.00563931
2000-11-15 00:00:00+00:00,0.03887251
2000-11-16 00:00:00+00:00,0.01617264
2000-11-17 00:00:00+00:00,0.01554717
2000-11-20 00:00:00+00:00,0.00946383
2000-11-21 00:00:00+00:00,-0.01346780
2000-11-22 00:00:00+00:00,0.00873827
2000-11-23 00:00:00+00:00,-0.00055376
2000-11-24 00:00:00+00:00,0.00869864
2000-11-27 00:00:00+00:00,-0.01307865
2000-11-28 00:00:00+00:00,0.00167206
2000-11-29 00:00:00+00:00,-0.00092107
2000-11-30 00:00:00+00:00,0.01984275
2000-12-01 00:00:00+00:00,0.00495798
2000-12-04 00:00:00+00:00,0.00641033
2000-12-05 00:00:00+00:00,-0.01221968
2000-12-06 00:00:00+00:00,0.01965462
2000-12-07 00:00:00+00:00,-0.00272232
2000-12-08 00:00:00+00:00,0.01655719
2000-12-11 00:00:00+00:00,-0.01208522
2000-12-12 00:00:00+00:00,0.00127679
2000-12-13 00:00:00+00:00,0.00526734
2000-12-14 00:00:00+00:00,0.00525158
2000-12-15 00:00:00+00:00,0.00704228
2000-12-18 00:00:00+00:00,0.00809785
2000-12-19 00:00:00+00:00,0.00412781
2000-12-20 00:00:00+00:00,-0.00517570
2000-12-21 00:00:00+00:00,-0.00016061
2000-12-22 00:00:00+00:00,-0.00337832
2000-12-26 00:00:00+00:00,-0.00016728
2000-12-27 00:00:00+00:00,-0.04895508
2000-12-28 00:00:00+00:00,-0.01451329
2000-12-29 00:00:00+00:00,-0.00387610
2001-01-02 00:00:00+00:00,-0.02315801
2001-01-03 00:00:00+00:00,0.03514702
2001-01-04 00:00:00+00:00,-0.00533433
2001-01-05 00:00:00+00:00,-0.00792867
2001-01-08 00:00:00+00:00,-0.01354873
2001-01-09 00:00:00+00:00,0.00434408
2001-01-10 00:00:00+00:00,-0.00912339
2001-01-11 00:00:00+00:00,-0.01820682
2001-01-12 00:00:00+00:00,0.00818116
2001-01-15 00:00:00+00:00,0.02029147
2001-01-16 00:00:00+00:00,-0.01795465
2001-01-17 00:00:00+00:00,0.00508462
2001-01-18 00:00:00+00:00,-0.00463907
2001-01-19 00:00:00+00:00,-0.00389843
2001-01-22 00:00:00+00:00,0.00247594
2001-01-23 00:00:00+00:00,-0.01479825
2001-01-24 00:00:00+00:00,-0.00204414
2001-01-25 00:00:00+00:00,-0.00242465
2001-01-26 00:00:00+00:00,-0.01682813
2001-01-29 00:00:00+00:00,-0.00129916
2001-01-30 00:00:00+00:00,0.01174459
2001-01-31 00:00:00+00:00,-0.01308869
2001-02-01 00:00:00+00:00,0.02743893
2001-02-02 00:00:00+00:00,0.00325242
2001-02-05 00:00:00+00:00,-0.01145773
2001-02-06 00:00:00+00:00,-0.00280060
2001-02-07 00:00:00+00:00,-0.00887084
2001-02-08 00:00:00+00:00,-0.01617976
2001-02-09 00:00:00+00:00,0.02488021
2001-02-12 00:00:00+00:00,-0.00014867
2001-02-13 00:00:00+00:00,0.00785476
2001-02-14 00:00:00+00:00,0.00212464
2001-02-15 00:00:00+00:00,-0.00052814
2001-02-16 00:00:00+00:00,0.02861992
2001-02-19 00:00:00+00:00,0.00957709
