Date,ZINC_LME
2023-06-02 00:00:00+00:00,
2023-06-05 00:00:00+00:00,-0.01533851
2023-06-06 00:00:00+00:00,0.02618858
2023-06-07 00:00:00+00:00,0.06905527
2023-06-08 00:00:00+00:00,0.00766093
2023-06-09 00:00:00+00:00,-0.00295633
2023-06-12 00:00:00+00:00,-0.04589160
2023-06-13 00:00:00+00:00,0.02686760
2023-06-14 00:00:00+00:00,0.08821754
2023-06-15 00:00:00+00:00,-0.00497676
2023-06-16 00:00:00+00:00,-0.00317496
2023-06-19 00:00:00+00:00,-0.03347249
2023-06-20 00:00:00+00:00,-0.06349965
2023-06-21 00:00:00+00:00,0.04989310
2023-06-22 00:00:00+00:00,0.03271665
2023-06-23 00:00:00+00:00,-0.07473760
2023-06-26 00:00:00+00:00,-0.03133242
2023-06-27 00:00:00+00:00,0.05062234
2023-06-28 00:00:00+00:00,-0.03176561
2023-06-29 00:00:00+00:00,-0.00611290
2023-06-30 00:00:00+00:00,0.03909363
2023-07-03 00:00:00+00:00,-0.01072343
2023-07-04 00:00:00+00:00,0.03876951
2023-07-05 00:00:00+00:00,-0.04434738
2023-07-06 00:00:00+00:00,0.00472217
2023-07-07 00:00:00+00:00,-0.00163879
2023-07-10 00:00:00+00:00,-0.00863012
2023-07-11 00:00:00+00:00,0.00250105
2023-07-12 00:00:00+00:00,0.05879086
2023-07-13 00:00:00+00:00,0.04306510
2023-07-14 00:00:00+00:00,-0.03207048
2023-07-17 00:00:00+00:00,-0.02325086
2023-07-18 00:00:00+00:00,-0.01801672
2023-07-19 00:00:00+00:00,-0.02917660
2023-07-20 00:00:00+00:00,0.02007295
2023-07-21 00:00:00+00:00,-0.00990876
2023-07-24 00:00:00+00:00,0.03829944
2023-07-25 00:00:00+00:00,0.05887173
2023-07-26 00:00:00+00:00,-0.01200708
2023-07-27 00:00:00+00:00,-0.01652189
2023-07-28 00:00:00+00:00,0.03578157
2023-07-31 00:00:00+00:00,0.05325269
2023-08-01 00:00:00+00:00,0.00305677
2023-08-02 00:00:00+00:00,-0.06727833
2023-08-03 00:00:00+00:00,0.00135163
2023-08-04 00:00:00+00:00,0.01552977
2023-08-07 00:00:00+00:00,-0.00754268
2023-08-08 00:00:00+00:00,-0.03221019
2023-08-09 00:00:00+00:00,0.01866719
2023-08-10 00:00:00+00:00,-0.01870674
2023-08-11 00:00:00+00:00,-0.04819397
2023-08-14 00:00:00+00:00,-0.04060887
2023-08-15 00:00:00+00:00,-0.02910433
2023-08-16 00:00:00+00:00,-0.02662268
2023-08-17 00:00:00+00:00,0.01297574
2023-08-18 00:00:00+00:00,0.00179845
2023-08-21 00:00:00+00:00,0.01461553
2023-08-22 00:00:00+00:00,0.01234989
2023-08-23 00:00:00+00:00,0.03359879
2023-08-24 00:00:00+00:00,0.02007629
2023-08-25 00:00:00+00:00,-0.00913137
2023-08-29 00:00:00+00:00,0.04719964
2023-08-30 00:00:00+00:00,-0.00466433
2023-08-31 00:00:00+00:00,-0.00446903
2023-09-01 00:00:00+00:00,0.04528659
2023-09-04 00:00:00+00:00,-0.00538686
2023-09-05 00:00:00+00:00,-0.00640860
2023-09-06 00:00:00+00:00,-0.00744081
2023-09-07 00:00:00+00:00,0.01364541
2023-09-08 00:00:00+00:00,-0.02858670
2023-09-11 00:00:00+00:00,0.05261260
2023-09-12 00:00:00+00:00,-0.02606624
2023-09-13 00:00:00+00:00,0.03761097
2023-09-14 00:00:00+00:00,0.03432351
2023-09-15 00:00:00+00:00,-0.04009663
2023-09-18 00:00:00+00:00,0.01733969
2023-09-19 00:00:00+00:00,-0.03564826
2023-09-20 00:00:00+00:00,0.04619824
2023-09-21 00:00:00+00:00,-0.03107327
2023-09-22 00:00:00+00:00,0.03860037
2023-09-25 00:00:00+00:00,-0.02550548
2023-09-26 00:00:00+00:00,-0.01714236
2023-09-27 00:00:00+00:00,-0.02804286
2023-09-28 00:00:00+00:00,0.11739264
2023-09-29 00:00:00+00:00,0.02252454
2023-10-02 00:00:00+00:00,-0.03860629
2023-10-03 00:00:00+00:00,-0.07705332
2023-10-04 00:00:00+00:00,-0.00795978
2023-10-05 00:00:00+00:00,-0.01421626
2023-10-06 00:00:00+00:00,0.02612339
2023-10-09 00:00:00+00:00,0.00303245
2023-10-10 00:00:00+00:00,-0.03323417
2023-10-11 00:00:00+00:00,0.00348591
2023-10-12 00:00:00+00:00,-0.02179399
2023-10-13 00:00:00+00:00,-0.00322558
2023-10-16 00:00:00+00:00,0.00065845
2023-10-17 00:00:00+00:00,-0.01999685
2023-10-18 00:00:00+00:00,0.01429675
2023-10-19 00:00:00+00:00,-0.01656002
2023-10-20 00:00:00+00:00,0.01843185
2023-10-23 00:00:00+00:00,-0.01572982
2023-10-24 00:00:00+00:00,0.01842776
2023-10-25 00:00:00+00:00,0.03012471
2023-10-26 00:00:00+00:00,-0.03684571
2023-10-27 00:00:00+00:00,0.02961473
2023-10-30 00:00:00+00:00,-0.00602771
2023-10-31 00:00:00+00:00,-0.02938644
2023-11-01 00:00:00+00:00,0.05833723
2023-11-02 00:00:00+00:00,-0.01836581
2023-11-03 00:00:00+00:00,0.03740254
2023-11-06 00:00:00+00:00,0.03789949
2023-11-07 00:00:00+00:00,-0.00404862
2023-11-08 00:00:00+00:00,0.03316892
2023-11-09 00:00:00+00:00,-0.00590715
2023-11-10 00:00:00+00:00,-0.02725175
2023-11-13 00:00:00+00:00,-0.00776591
2023-11-14 00:00:00+00:00,0.03607439
2023-11-15 00:00:00+00:00,0.04235057
2023-11-16 00:00:00+00:00,-0.05929086
2023-11-17 00:00:00+00:00,-0.01684935
2023-11-20 00:00:00+00:00,0.00649649
2023-11-21 00:00:00+00:00,-0.01342328
2023-11-22 00:00:00+00:00,-0.03923874
2023-11-23 00:00:00+00:00,0.03389661
2023-11-24 00:00:00+00:00,0.01264496
2023-11-27 00:00:00+00:00,-0.01229083
2023-11-28 00:00:00+00:00,-0.00133931
2023-11-29 00:00:00+00:00,-0.02971385
2023-11-30 00:00:00+00:00,-0.02076130
2023-12-01 00:00:00+00:00,0.02712688
2023-12-04 00:00:00+00:00,-0.04581096
2023-12-05 00:00:00+00:00,-0.02607045
2023-12-06 00:00:00+00:00,0.00500988
2023-12-07 00:00:00+00:00,-0.01850798
2023-12-08 00:00:00+00:00,-0.00619275
2023-12-11 00:00:00+00:00,0.00610433
2023-12-12 00:00:00+00:00,0.02002517
2023-12-13 00:00:00+00:00,-0.00407154
2023-12-14 00:00:00+00:00,0.05475638
2023-12-15 00:00:00+00:00,0.03118703
2023-12-18 00:00:00+00:00,0.00518415
2023-12-19 00:00:00+00:00,0.03357723
2023-12-20 00:00:00+00:00,-0.00752842
2023-12-21 00:00:00+00:00,-0.00736328
2023-12-22 00:00:00+00:00,0.04319391
2023-12-27 00:00:00+00:00,0.03094299
2023-12-28 00:00:00+00:00,-0.00034581
2023-12-29 00:00:00+00:00,0.01345514
2024-01-02 00:00:00+00:00,-0.02925325
2024-01-03 00:00:00+00:00,-0.02720950
2024-01-04 00:00:00+00:00,-0.03723667
2024-01-05 00:00:00+00:00,0.01932390
2024-01-08 00:00:00+00:00,-0.04341471
2024-01-09 00:00:00+00:00,-0.00493868
2024-01-10 00:00:00+00:00,-0.00714705
2024-01-11 00:00:00+00:00,0.00525413
2024-01-12 00:00:00+00:00,0.00863683
2024-01-15 00:00:00+00:00,0.01794974
2024-01-16 00:00:00+00:00,-0.00972512
2024-01-17 00:00:00+00:00,-0.06318411
2024-01-18 00:00:00+00:00,-0.00258938
2024-01-19 00:00:00+00:00,0.00004658
2024-01-22 00:00:00+00:00,-0.00502756
2024-01-23 00:00:00+00:00,0.05173599
2024-01-24 00:00:00+00:00,0.05160860
2024-01-25 00:00:00+00:00,-0.00363636
2024-01-26 00:00:00+00:00,-0.00209328
2024-01-29 00:00:00+00:00,-0.02051670
2024-01-30 00:00:00+00:00,0.00924824
2024-01-31 00:00:00+00:00,-0.02960226
2024-02-01 00:00:00+00:00,-0.03955438
2024-02-02 00:00:00+00:00,-0.02176386
2024-02-05 00:00:00+00:00,-0.02669308
2024-02-06 00:00:00+00:00,0.00894712
2024-02-07 00:00:00+00:00,-0.02673308
2024-02-08 00:00:00+00:00,-0.06133901
2024-02-09 00:00:00+00:00,-0.02342302
2024-02-12 00:00:00+00:00,0.01618946
2024-02-13 00:00:00+00:00,-0.00577836
2024-02-14 00:00:00+00:00,-0.00167484
2024-02-15 00:00:00+00:00,0.03693589
2024-02-16 00:00:00+00:00,0.02603492
2024-02-19 00:00:00+00:00,0.01224533
2024-02-20 00:00:00+00:00,-0.01959269
2024-02-21 00:00:00+00:00,0.01250608
2024-02-22 00:00:00+00:00,-0.00728864
2024-02-23 00:00:00+00:00,0.01099769
2024-02-26 00:00:00+00:00,0.01523299
2024-02-27 00:00:00+00:00,-0.00242773
2024-02-28 00:00:00+00:00,-0.00656606
2024-02-29 00:00:00+00:00,0.00959232
2024-03-01 00:00:00+00:00,-0.00862057
2024-03-04 00:00:00+00:00,0.02534091
2024-03-05 00:00:00+00:00,0.00495873
2024-03-06 00:00:00+00:00,0.03228557
2024-03-07 00:00:00+00:00,0.03295571
2024-03-08 00:00:00+00:00,-0.00627584
2024-03-11 00:00:00+00:00,0.03093220
2024-03-12 00:00:00+00:00,-0.00542101
2024-03-13 00:00:00+00:00,0.01099126
2024-03-14 00:00:00+00:00,-0.02272063
2024-03-15 00:00:00+00:00,0.00928840
2024-03-18 00:00:00+00:00,-0.02326221
2024-03-19 00:00:00+00:00,-0.02215431
2024-03-20 00:00:00+00:00,0.00705927
2024-03-21 00:00:00+00:00,0.01279668
2024-03-22 00:00:00+00:00,-0.03243351
2024-03-25 00:00:00+00:00,0.00769389
2024-03-26 00:00:00+00:00,-0.04366944
2024-03-27 00:00:00+00:00,-0.00384698
2024-03-28 00:00:00+00:00,0.00128169
