Date,FTSE100
2000-01-05 00:00:00+00:00,
2000-01-06 00:00:00+00:00,-0.02485224
2000-01-07 00:00:00+00:00,0.01337150
2000-01-10 00:00:00+00:00,0.03379397
2000-01-11 00:00:00+00:00,-0.03030027
2000-01-12 00:00:00+00:00,0.00744781
2000-01-13 00:00:00+00:00,-0.00354241
2000-01-14 00:00:00+00:00,0.04068575
2000-01-17 00:00:00+00:00,0.00429147
2000-01-18 00:00:00+00:00,-0.05761239
2000-01-19 00:00:00+00:00,-0.01493876
2000-01-20 00:00:00+00:00,-0.03159948
2000-01-21 00:00:00+00:00,-0.00082313
2000-01-24 00:00:00+00:00,0.01175115
2000-01-25 00:00:00+00:00,-0.03800950
2000-01-26 00:00:00+00:00,0.04168837
2000-01-27 00:00:00+00:00,0.01041087
2000-01-28 00:00:00+00:00,-0.01789010
2000-01-31 00:00:00+00:00,-0.03260766
2000-02-01 00:00:00+00:00,0.00839100
2000-02-02 00:00:00+00:00,-0.00590383
2000-02-03 00:00:00+00:00,0.01346731
2000-02-04 00:00:00+00:00,-0.05227489
2000-02-07 00:00:00+00:00,-0.01802137
2000-02-08 00:00:00+00:00,0.06126268
2000-02-09 00:00:00+00:00,0.00979257
2000-02-10 00:00:00+00:00,-0.01645737
2000-02-11 00:00:00+00:00,-0.02295390
2000-02-14 00:00:00+00:00,-0.05572768
2000-02-15 00:00:00+00:00,-0.01452082
2000-02-16 00:00:00+00:00,0.05521984
2000-02-17 00:00:00+00:00,0.01739906
2000-02-18 00:00:00+00:00,-0.00164918
2000-02-21 00:00:00+00:00,-0.02889896
2000-02-22 00:00:00+00:00,-0.01523155
2000-02-23 00:00:00+00:00,0.04621227
2000-02-24 00:00:00+00:00,-0.02570005
2000-02-25 00:00:00+00:00,0.04574768
2000-02-28 00:00:00+00:00,-0.04225500
2000-02-29 00:00:00+00:00,0.05381576
2000-03-01 00:00:00+00:00,0.03180505
2000-03-02 00:00:00+00:00,0.02732396
2000-03-03 00:00:00+00:00,0.01125815
2000-03-06 00:00:00+00:00,0.02977895
2000-03-07 00:00:00+00:00,-0.03449237
2000-03-08 00:00:00+00:00,-0.01822459
2000-03-09 00:00:00+00:00,0.04305534
2000-03-10 00:00:00+00:00,0.01577588
2000-03-13 00:00:00+00:00,-0.03687804
2000-03-14 00:00:00+00:00,0.00714114
2000-03-15 00:00:00+00:00,-0.01187198
2000-03-16 00:00:00+00:00,0.03646517
2000-03-17 00:00:00+00:00,-0.00736274
2000-03-20 00:00:00+00:00,0.01824207
2000-03-21 00:00:00+00:00,0.00159158
2000-03-22 00:00:00+00:00,-0.00335016
2000-03-23 00:00:00+00:00,-0.00155630
2000-03-24 00:00:00+00:00,0.04738044
2000-03-27 00:00:00+00:00,-0.02381209
2000-03-28 00:00:00+00:00,-0.00495296
2000-03-29 00:00:00+00:00,-0.02102401
2000-03-30 00:00:00+00:00,-0.04964212
2000-03-31 00:00:00+00:00,0.03337649
2000-04-03 00:00:00+00:00,-0.02550617
2000-04-04 00:00:00+00:00,-0.00803019
2000-04-05 00:00:00+00:00,-0.03994043
2000-04-06 00:00:00+00:00,0.04676976
2000-04-07 00:00:00+00:00,0.02650348
2000-04-10 00:00:00+00:00,-0.00172048
2000-04-11 00:00:00+00:00,-0.05289593
2000-04-12 00:00:00+00:00,0.00010693
2000-04-13 00:00:00+00:00,0.00065235
2000-04-14 00:00:00+00:00,-0.06709878
2000-04-17 00:00:00+00:00,-0.05798601
2000-04-18 00:00:00+00:00,0.02954661
2000-04-19 00:00:00+00:00,0.03155634
2000-04-20 00:00:00+00:00,0.01827941
2000-04-25 00:00:00+00:00,0.00967079
2000-04-26 00:00:00+00:00,-0.00971099
2000-04-27 00:00:00+00:00,-0.02305260
2000-04-28 00:00:00+00:00,0.05665789
2000-05-02 00:00:00+00:00,0.01428149
2000-05-03 00:00:00+00:00,-0.06709088
2000-05-04 00:00:00+00:00,0.00220774
2000-05-05 00:00:00+00:00,0.01489742
2000-05-08 00:00:00+00:00,-0.01057688
2000-05-09 00:00:00+00:00,-0.02954888
2000-05-10 00:00:00+00:00,-0.00167680
2000-05-11 00:00:00+00:00,0.04065361
2000-05-12 00:00:00+00:00,0.01478545
2000-05-15 00:00:00+00:00,-0.01652496
2000-05-16 00:00:00+00:00,0.02805151
2000-05-17 00:00:00+00:00,-0.04445882
2000-05-18 00:00:00+00:00,0.01557301
2000-05-19 00:00:00+00:00,-0.06442286
2000-05-22 00:00:00+00:00,0.01085049
2000-05-23 00:00:00+00:00,0.01060977
2000-05-24 00:00:00+00:00,0.01204977
2000-05-25 00:00:00+00:00,0.03649469
2000-05-26 00:00:00+00:00,-0.00654008
2000-05-30 00:00:00+00:00,0.04350027
2000-05-31 00:00:00+00:00,0.00026734
2000-06-01 00:00:00+00:00,0.03720399
2000-06-02 00:00:00+00:00,0.04995883
2000-06-05 00:00:00+00:00,-0.02419993
2000-06-06 00:00:00+00:00,-0.00299901
2000-06-07 00:00:00+00:00,-0.01093099
2000-06-08 00:00:00+00:00,-0.00893907
2000-06-09 00:00:00+00:00,-0.01515486
2000-06-12 00:00:00+00:00,0.00240671
2000-06-13 00:00:00+00:00,-0.00012918
2000-06-14 00:00:00+00:00,0.03232109
2000-06-15 00:00:00+00:00,-0.01869646
2000-06-16 00:00:00+00:00,0.00299553
2000-06-19 00:00:00+00:00,-0.01465673
2000-06-20 00:00:00+00:00,0.01803136
2000-06-21 00:00:00+00:00,-0.01645176
2000-06-22 00:00:00+00:00,-0.01459519
2000-06-23 00:00:00+00:00,-0.01115340
2000-06-26 00:00:00+00:00,0.00816787
2000-06-27 00:00:00+00:00,-0.01471739
2000-06-28 00:00:00+00:00,-0.02057719
2000-06-29 00:00:00+00:00,-0.02675623
2000-06-30 00:00:00+00:00,0.02574567
2000-07-03 00:00:00+00:00,0.03621686
2000-07-04 00:00:00+00:00,-0.00344846
2000-07-05 00:00:00+00:00,-0.01799126
2000-07-06 00:00:00+00:00,0.01242701
2000-07-07 00:00:00+00:00,0.02831486
2000-07-10 00:00:00+00:00,-0.01060447
2000-07-11 00:00:00+00:00,0.00547359
2000-07-12 00:00:00+00:00,0.00882737
2000-07-13 00:00:00+00:00,-0.01485674
2000-07-14 00:00:00+00:00,-0.00267190
2000-07-17 00:00:00+00:00,0.01863304
2000-07-18 00:00:00+00:00,-0.02665725
2000-07-19 00:00:00+00:00,0.00673721
2000-07-20 00:00:00+00:00,0.00132551
2000-07-21 00:00:00+00:00,-0.02843436
2000-07-24 00:00:00+00:00,-0.00278721
2000-07-25 00:00:00+00:00,0.00306575
2000-07-26 00:00:00+00:00,0.00134567
2000-07-27 00:00:00+00:00,-0.01236810
2000-07-28 00:00:00+00:00,-0.00914909
2000-07-31 00:00:00+00:00,-0.00336361
2000-08-01 00:00:00+00:00,0.01531822
2000-08-02 00:00:00+00:00,0.00502696
2000-08-03 00:00:00+00:00,-0.02643638
2000-08-04 00:00:00+00:00,0.01939589
2000-08-07 00:00:00+00:00,0.00354348
2000-08-08 00:00:00+00:00,-0.00162280
2000-08-09 00:00:00+00:00,0.01026542
2000-08-10 00:00:00+00:00,-0.00675156
2000-08-11 00:00:00+00:00,-0.00333928
2000-08-14 00:00:00+00:00,0.01291910
2000-08-15 00:00:00+00:00,0.01873796
2000-08-16 00:00:00+00:00,0.01671212
2000-08-17 00:00:00+00:00,-0.00097918
2000-08-18 00:00:00+00:00,0.00344796
2000-08-21 00:00:00+00:00,0.01266101
2000-08-22 00:00:00+00:00,0.01194219
2000-08-23 00:00:00+00:00,-0.00776869
2000-08-24 00:00:00+00:00,-0.00021672
2000-08-25 00:00:00+00:00,-0.00096786
2000-08-29 00:00:00+00:00,0.00624015
2000-08-30 00:00:00+00:00,0.00502118
2000-08-31 00:00:00+00:00,0.02188217
