Date,MILK
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,0.00267819
2000-01-06 00:00:00+00:00,-0.04615522
2000-01-07 00:00:00+00:00,-0.00490487
2000-01-10 00:00:00+00:00,-0.00970578
2000-01-11 00:00:00+00:00,0.00080805
2000-01-12 00:00:00+00:00,-0.00110455
2000-01-13 00:00:00+00:00,0.00845837
2000-01-14 00:00:00+00:00,0.00080405
2000-01-18 00:00:00+00:00,0.02744721
2000-01-19 00:00:00+00:00,0.00448102
2000-01-20 00:00:00+00:00,-0.00940954
2000-01-21 00:00:00+00:00,-0.02154535
2000-01-24 00:00:00+00:00,-0.00203707
2000-01-25 00:00:00+00:00,-0.00675627
2000-01-26 00:00:00+00:00,-0.00774762
2000-01-27 00:00:00+00:00,-0.00586734
2000-01-28 00:00:00+00:00,0.00079675
2000-01-31 00:00:00+00:00,-0.00491802
2000-02-01 00:00:00+00:00,0.00366041
2000-02-02 00:00:00+00:00,-0.00300421
2000-02-03 00:00:00+00:00,-0.00015417
2000-02-04 00:00:00+00:00,-0.04197787
2000-02-07 00:00:00+00:00,-0.00015444
2000-02-08 00:00:00+00:00,-0.00210075
2000-02-09 00:00:00+00:00,-0.01673787
2000-02-10 00:00:00+00:00,-0.01394838
2000-02-11 00:00:00+00:00,-0.00610148
2000-02-14 00:00:00+00:00,-0.00912503
2000-02-15 00:00:00+00:00,-0.00415750
2000-02-16 00:00:00+00:00,0.01687712
2000-02-17 00:00:00+00:00,-0.00705127
2000-02-18 00:00:00+00:00,-0.00015750
2000-02-22 00:00:00+00:00,-0.02094764
2000-02-23 00:00:00+00:00,0.00083586
2000-02-24 00:00:00+00:00,-0.00214894
2000-02-25 00:00:00+00:00,0.01779005
2000-02-28 00:00:00+00:00,0.01856032
2000-02-29 00:00:00+00:00,0.02032919
2000-03-01 00:00:00+00:00,0.02868810
2000-03-02 00:00:00+00:00,-0.01430900
2000-03-03 00:00:00+00:00,-0.03077840
2000-03-06 00:00:00+00:00,0.00176892
2000-03-07 00:00:00+00:00,0.00370473
2000-03-08 00:00:00+00:00,0.00176743
2000-03-09 00:00:00+00:00,-0.00884698
2000-03-10 00:00:00+00:00,-0.01560485
2000-03-13 00:00:00+00:00,-0.03524883
2000-03-14 00:00:00+00:00,-0.00016111
2000-03-15 00:00:00+00:00,0.00382204
2000-03-16 00:00:00+00:00,-0.00016083
2000-03-17 00:00:00+00:00,0.08640827
2000-03-20 00:00:00+00:00,-0.00015944
2000-03-21 00:00:00+00:00,-0.00382245
2000-03-22 00:00:00+00:00,0.00167460
2000-03-23 00:00:00+00:00,0.00534798
2000-03-24 00:00:00+00:00,-0.00015944
2000-03-27 00:00:00+00:00,-0.00289778
2000-03-28 00:00:00+00:00,-0.00016139
2000-03-29 00:00:00+00:00,0.00349380
2000-03-30 00:00:00+00:00,-0.01564381
2000-03-31 00:00:00+00:00,0.00168023
2000-04-03 00:00:00+00:00,-0.00291538
2000-04-04 00:00:00+00:00,-0.00199912
2000-04-05 00:00:00+00:00,-0.01302848
2000-04-06 00:00:00+00:00,-0.00663687
2000-04-07 00:00:00+00:00,-0.01036575
2000-04-10 00:00:00+00:00,-0.00949790
2000-04-11 00:00:00+00:00,-0.00110073
2000-04-12 00:00:00+00:00,-0.01330554
2000-04-13 00:00:00+00:00,-0.01813485
2000-04-14 00:00:00+00:00,-0.00977483
2000-04-17 00:00:00+00:00,-0.00792393
2000-04-18 00:00:00+00:00,0.09270468
2000-04-19 00:00:00+00:00,-0.01267931
2000-04-20 00:00:00+00:00,0.05389516
2000-04-24 00:00:00+00:00,0.06498251
2000-04-25 00:00:00+00:00,-0.00441421
2000-04-26 00:00:00+00:00,-0.02981880
2000-04-27 00:00:00+00:00,-0.00448678
2000-04-28 00:00:00+00:00,-0.00015972
2000-05-01 00:00:00+00:00,-0.00015750
2000-05-02 00:00:00+00:00,0.00070608
2000-05-03 00:00:00+00:00,0.00330076
2000-05-04 00:00:00+00:00,0.01706486
2000-05-05 00:00:00+00:00,0.03990487
2000-05-08 00:00:00+00:00,-0.01759294
2000-05-09 00:00:00+00:00,0.00316250
2000-05-10 00:00:00+00:00,-0.05016806
2000-05-11 00:00:00+00:00,-0.00689074
2000-05-12 00:00:00+00:00,-0.02082210
2000-05-15 00:00:00+00:00,-0.01058417
2000-05-16 00:00:00+00:00,-0.01321320
2000-05-17 00:00:00+00:00,0.07878154
2000-05-18 00:00:00+00:00,-0.00015972
2000-05-19 00:00:00+00:00,-0.01235373
2000-05-22 00:00:00+00:00,-0.01081685
2000-05-23 00:00:00+00:00,0.01049102
2000-05-24 00:00:00+00:00,-0.01240712
2000-05-25 00:00:00+00:00,0.00066277
2000-05-26 00:00:00+00:00,-0.00345163
2000-05-30 00:00:00+00:00,0.00727996
2000-05-31 00:00:00+00:00,-0.01089852
2000-06-01 00:00:00+00:00,0.00234070
2000-06-02 00:00:00+00:00,0.02065515
2000-06-05 00:00:00+00:00,-0.01503742
2000-06-06 00:00:00+00:00,-0.02165177
2000-06-07 00:00:00+00:00,-0.00433933
2000-06-08 00:00:00+00:00,-0.00350363
2000-06-09 00:00:00+00:00,0.00234404
2000-06-12 00:00:00+00:00,0.04484195
2000-06-13 00:00:00+00:00,0.01208351
2000-06-14 00:00:00+00:00,-0.04854432
2000-06-15 00:00:00+00:00,0.05544166
2000-06-16 00:00:00+00:00,-0.00096294
2000-06-19 00:00:00+00:00,0.01902549
2000-06-20 00:00:00+00:00,-0.01584266
2000-06-21 00:00:00+00:00,-0.00885510
2000-06-22 00:00:00+00:00,-0.02395064
2000-06-23 00:00:00+00:00,-0.00334781
2000-06-26 00:00:00+00:00,0.01097791
2000-06-27 00:00:00+00:00,-0.00016000
2000-06-28 00:00:00+00:00,-0.00252724
2000-06-29 00:00:00+00:00,-0.00094706
2000-06-30 00:00:00+00:00,0.01716422
2000-07-03 00:00:00+00:00,-0.00094839
2000-07-05 00:00:00+00:00,0.00298546
2000-07-06 00:00:00+00:00,-0.03310367
2000-07-07 00:00:00+00:00,-0.02960072
2000-07-10 00:00:00+00:00,-0.04448549
2000-07-11 00:00:00+00:00,-0.00506119
2000-07-12 00:00:00+00:00,0.01207601
2000-07-13 00:00:00+00:00,-0.02041208
2000-07-14 00:00:00+00:00,-0.03690358
2000-07-17 00:00:00+00:00,-0.04516861
2000-07-18 00:00:00+00:00,0.00758333
2000-07-19 00:00:00+00:00,-0.08136325
2000-07-20 00:00:00+00:00,0.01059316
2000-07-21 00:00:00+00:00,0.08613116
2000-07-24 00:00:00+00:00,0.00838571
2000-07-25 00:00:00+00:00,-0.04190737
2000-07-26 00:00:00+00:00,-0.03073685
2000-07-27 00:00:00+00:00,-0.09708658
2000-07-28 00:00:00+00:00,0.01619391
2000-07-31 00:00:00+00:00,-0.02279443
2000-08-01 00:00:00+00:00,-0.01739686
2000-08-02 00:00:00+00:00,-0.00934542
2000-08-03 00:00:00+00:00,-0.02323329
2000-08-04 00:00:00+00:00,0.07610063
2000-08-07 00:00:00+00:00,-0.01188255
2000-08-08 00:00:00+00:00,-0.00928466
2000-08-09 00:00:00+00:00,0.00348186
2000-08-10 00:00:00+00:00,0.04457775
2000-08-11 00:00:00+00:00,-0.04213651
2000-08-14 00:00:00+00:00,0.02932142
2000-08-15 00:00:00+00:00,0.00437351
2000-08-16 00:00:00+00:00,-0.03546328
2000-08-17 00:00:00+00:00,-0.01490463
2000-08-18 00:00:00+00:00,0.00356915
2000-08-21 00:00:00+00:00,-0.00017167
2000-08-22 00:00:00+00:00,0.02706060
2000-08-23 00:00:00+00:00,-0.02158749
2000-08-24 00:00:00+00:00,0.02783898
2000-08-25 00:00:00+00:00,0.00819153
2000-08-28 00:00:00+00:00,0.01641931
2000-08-29 00:00:00+00:00,-0.01667140
2000-08-30 00:00:00+00:00,-0.03228315
2000-08-31 00:00:00+00:00,0.00450012
2000-09-01 00:00:00+00:00,0.02786572
2000-09-05 00:00:00+00:00,-0.01035630
2000-09-06 00:00:00+00:00,-0.00109593
2000-09-07 00:00:00+00:00,0.01557102
2000-09-08 00:00:00+00:00,0.00904826
2000-09-11 00:00:00+00:00,-0.01851640
2000-09-12 00:00:00+00:00,-0.06035213
2000-09-13 00:00:00+00:00,-0.01356407
2000-09-14 00:00:00+00:00,0.00856356
2000-09-15 00:00:00+00:00,-0.00016833
2000-09-18 00:00:00+00:00,-0.00016833
2000-09-19 00:00:00+00:00,-0.01176059
2000-09-20 00:00:00+00:00,-0.01281453
2000-09-21 00:00:00+00:00,-0.00703136
2000-09-22 00:00:00+00:00,-0.01195671
2000-09-25 00:00:00+00:00,-0.01103845
2000-09-26 00:00:00+00:00,0.00878606
2000-09-27 00:00:00+00:00,-0.03383309
2000-09-28 00:00:00+00:00,-0.02017111
2000-09-29 00:00:00+00:00,0.00185990
2000-10-02 00:00:00+00:00,0.01806958
2000-10-03 00:00:00+00:00,0.00384927
2000-10-04 00:00:00+00:00,-0.01518335
2000-10-05 00:00:00+00:00,-0.03451455
2000-10-06 00:00:00+00:00,-0.00221165
2000-10-09 00:00:00+00:00,-0.03401699
2000-10-10 00:00:00+00:00,-0.01563447
2000-10-11 00:00:00+00:00,-0.00540366
2000-10-12 00:00:00+00:00,0.02088569
2000-10-13 00:00:00+00:00,-0.00016972
2000-10-16 00:00:00+00:00,-0.00016833
2000-10-17 00:00:00+00:00,0.03609693
2000-10-18 00:00:00+00:00,0.00183000
2000-10-19 00:00:00+00:00,0.00182694
2000-10-20 00:00:00+00:00,-0.02317278
2000-10-23 00:00:00+00:00,-0.00219381
2000-10-24 00:00:00+00:00,-0.00522439
2000-10-25 00:00:00+00:00,-0.01128583
2000-10-26 00:00:00+00:00,-0.00730974
2000-10-27 00:00:00+00:00,-0.00733868
2000-10-30 00:00:00+00:00,-0.00426861
2000-10-31 00:00:00+00:00,-0.00631569
2000-11-01 00:00:00+00:00,-0.00017417
2000-11-02 00:00:00+00:00,-0.02683861
2000-11-03 00:00:00+00:00,-0.03744180
2000-11-06 00:00:00+00:00,0.01887179
2000-11-07 00:00:00+00:00,0.00928817
2000-11-08 00:00:00+00:00,-0.00017528
2000-11-09 00:00:00+00:00,0.02696737
2000-11-10 00:00:00+00:00,0.03505871
2000-11-13 00:00:00+00:00,0.00492760
2000-11-14 00:00:00+00:00,0.00592960
2000-11-15 00:00:00+00:00,0.00591075
2000-11-16 00:00:00+00:00,0.00794794
2000-11-17 00:00:00+00:00,0.00487662
2000-11-20 00:00:00+00:00,-0.03735759
2000-11-21 00:00:00+00:00,-0.00017417
2000-11-22 00:00:00+00:00,0.00900951
2000-11-24 00:00:00+00:00,-0.00728799
2000-11-27 00:00:00+00:00,-0.00935673
2000-11-28 00:00:00+00:00,0.01931551
2000-11-29 00:00:00+00:00,-0.00220694
2000-11-30 00:00:00+00:00,0.00085291
2000-12-01 00:00:00+00:00,-0.00423105
2000-12-04 00:00:00+00:00,-0.01238871
2000-12-05 00:00:00+00:00,-0.00944224
2000-12-06 00:00:00+00:00,-0.00637812
2000-12-07 00:00:00+00:00,-0.01156633
2000-12-08 00:00:00+00:00,0.01239878
2000-12-11 00:00:00+00:00,-0.01155383
2000-12-12 00:00:00+00:00,0.01240128
2000-12-13 00:00:00+00:00,0.00916059
2000-12-14 00:00:00+00:00,0.00705066
2000-12-15 00:00:00+00:00,0.00291425
2000-12-18 00:00:00+00:00,0.01008285
2000-12-19 00:00:00+00:00,0.02736071
2000-12-20 00:00:00+00:00,-0.01007897
2000-12-21 00:00:00+00:00,-0.00415111
2000-12-22 00:00:00+00:00,0.00185583
2000-12-26 00:00:00+00:00,-0.00015778
2000-12-27 00:00:00+00:00,0.00283992
2000-12-28 00:00:00+00:00,-0.00316028
2000-12-29 00:00:00+00:00,-0.00316153
2001-01-02 00:00:00+00:00,-0.00216352
2001-01-03 00:00:00+00:00,-0.00015278
2001-01-04 00:00:00+00:00,0.00286452
2001-01-05 00:00:00+00:00,0.00286764
2001-01-08 00:00:00+00:00,0.00586111
2001-01-09 00:00:00+00:00,0.02366536
2001-01-10 00:00:00+00:00,-0.01770625
2001-01-11 00:00:00+00:00,-0.01590896
2001-01-12 00:00:00+00:00,0.00085919
2001-01-16 00:00:00+00:00,0.01693904
2001-01-17 00:00:00+00:00,0.03345198
2001-01-18 00:00:00+00:00,-0.00500131
2001-01-19 00:00:00+00:00,0.02218649
2001-01-22 00:00:00+00:00,0.00755554
2001-01-23 00:00:00+00:00,-0.04045071
2001-01-24 00:00:00+00:00,0.02142363
2001-01-25 00:00:00+00:00,-0.00797279
2001-01-26 00:00:00+00:00,0.01058671
2001-01-29 00:00:00+00:00,0.00082507
2001-01-30 00:00:00+00:00,0.00275869
2001-01-31 00:00:00+00:00,0.00370949
2001-02-01 00:00:00+00:00,0.00562038
2001-02-02 00:00:00+00:00,0.00845654
2001-02-05 00:00:00+00:00,0.01034590
2001-02-06 00:00:00+00:00,0.01697068
2001-02-07 00:00:00+00:00,0.02910598
2001-02-08 00:00:00+00:00,0.02409141
2001-02-09 00:00:00+00:00,-0.01855537
2001-02-12 00:00:00+00:00,-0.00851126
2001-02-13 00:00:00+00:00,0.01574924
2001-02-14 00:00:00+00:00,0.02490694
2001-02-15 00:00:00+00:00,0.00625840
2001-02-16 00:00:00+00:00,-0.00467549
2001-02-20 00:00:00+00:00,-0.00013889
2001-02-21 00:00:00+00:00,0.00168732
2001-02-22 00:00:00+00:00,0.02349914
2001-02-23 00:00:00+00:00,0.00616577
2001-02-26 00:00:00+00:00,0.00255267
2001-02-27 00:00:00+00:00,-0.00013097
2001-02-28 00:00:00+00:00,-0.00192030
2001-03-01 00:00:00+00:00,-0.01266649
2001-03-02 00:00:00+00:00,-0.00463770
2001-03-05 00:00:00+00:00,0.01520977
2001-03-06 00:00:00+00:00,-0.01089400
2001-03-07 00:00:00+00:00,-0.01095000
2001-03-08 00:00:00+00:00,-0.00464996
2001-03-09 00:00:00+00:00,0.02621302
2001-03-12 00:00:00+00:00,-0.00102603
2001-03-13 00:00:00+00:00,-0.00281878
2001-03-14 00:00:00+00:00,0.02503182
2001-03-15 00:00:00+00:00,0.00253555
2001-03-16 00:00:00+00:00,0.01491897
2001-03-19 00:00:00+00:00,0.07180455
2001-03-20 00:00:00+00:00,0.02933851
2001-03-21 00:00:00+00:00,-0.00253019
2001-03-22 00:00:00+00:00,0.02004074
2001-03-23 00:00:00+00:00,0.03573602
2001-03-26 00:00:00+00:00,-0.00717938
2001-03-27 00:00:00+00:00,0.00145304
2001-03-28 00:00:00+00:00,0.01086289
2001-03-29 00:00:00+00:00,0.00766238
2001-03-30 00:00:00+00:00,0.03018442
2001-04-02 00:00:00+00:00,-0.04693365
2001-04-03 00:00:00+00:00,-0.00805151
2001-04-04 00:00:00+00:00,-0.00966154
2001-04-05 00:00:00+00:00,-0.01131278
2001-04-06 00:00:00+00:00,0.01115936
2001-04-09 00:00:00+00:00,0.02157397
2001-04-10 00:00:00+00:00,0.01104260
2001-04-11 00:00:00+00:00,0.02447102
2001-04-12 00:00:00+00:00,0.00613750
2001-04-16 00:00:00+00:00,0.00766738
2001-04-17 00:00:00+00:00,0.04724608
2001-04-18 00:00:00+00:00,0.01916743
2001-04-19 00:00:00+00:00,-0.00820099
2001-04-20 00:00:00+00:00,0.02049519
2001-04-23 00:00:00+00:00,0.03579410
2001-04-24 00:00:00+00:00,-0.00227291
2001-04-25 00:00:00+00:00,0.02375506
2001-04-26 00:00:00+00:00,0.00132334
2001-04-27 00:00:00+00:00,0.01780234
2001-04-30 00:00:00+00:00,0.02566131
2001-05-01 00:00:00+00:00,0.00413223
2001-05-02 00:00:00+00:00,0.00059871
2001-05-03 00:00:00+00:00,0.00695604
2001-05-04 00:00:00+00:00,0.00411608
2001-05-07 00:00:00+00:00,0.00200045
2001-05-08 00:00:00+00:00,0.00270044
2001-05-09 00:00:00+00:00,0.00760044
2001-05-10 00:00:00+00:00,-0.00777418
2001-05-11 00:00:00+00:00,-0.00290249
2001-05-14 00:00:00+00:00,-0.00080410
2001-05-15 00:00:00+00:00,-0.00150222
2001-05-16 00:00:00+00:00,-0.00711193
2001-05-17 00:00:00+00:00,0.00974557
2001-05-18 00:00:00+00:00,0.01591893
2001-05-21 00:00:00+00:00,-0.00010139
2001-05-22 00:00:00+00:00,-0.01048187
2001-05-23 00:00:00+00:00,0.01239847
2001-05-24 00:00:00+00:00,0.04205466
2001-05-25 00:00:00+00:00,0.01950631
2001-05-29 00:00:00+00:00,0.04678352
2001-05-30 00:00:00+00:00,0.04060718
2001-05-31 00:00:00+00:00,0.00630942
2001-06-01 00:00:00+00:00,-0.02374370
2001-06-04 00:00:00+00:00,0.01865600
2001-06-05 00:00:00+00:00,0.00053895
2001-06-06 00:00:00+00:00,-0.01162424
2001-06-07 00:00:00+00:00,-0.02711048
2001-06-08 00:00:00+00:00,-0.08359753
2001-06-11 00:00:00+00:00,-0.05044055
2001-06-12 00:00:00+00:00,-0.07002909
2001-06-13 00:00:00+00:00,0.11922233
2001-06-14 00:00:00+00:00,0.01350711
2001-06-15 00:00:00+00:00,0.00598275
2001-06-18 00:00:00+00:00,-0.08484410
2001-06-19 00:00:00+00:00,0.05546056
2001-06-20 00:00:00+00:00,0.02418821
2001-06-21 00:00:00+00:00,0.12628713
2001-06-22 00:00:00+00:00,-0.02128844
2001-06-25 00:00:00+00:00,-0.02609625
2001-06-26 00:00:00+00:00,-0.01026560
2001-06-27 00:00:00+00:00,-0.03422747
2001-06-28 00:00:00+00:00,0.00545583
2001-06-29 00:00:00+00:00,0.00336049
2001-07-02 00:00:00+00:00,0.03300470
2001-07-03 00:00:00+00:00,-0.01437781
2001-07-05 00:00:00+00:00,0.01222752
2001-07-06 00:00:00+00:00,0.00193984
2001-07-09 00:00:00+00:00,0.00601109
2001-07-10 00:00:00+00:00,0.00464493
2001-07-11 00:00:00+00:00,0.00734795
2001-07-12 00:00:00+00:00,0.01406062
2001-07-13 00:00:00+00:00,-0.00345626
2001-07-16 00:00:00+00:00,-0.01621917
2001-07-17 00:00:00+00:00,0.00871314
2001-07-18 00:00:00+00:00,-0.07017919
2001-07-19 00:00:00+00:00,0.02164316
2001-07-20 00:00:00+00:00,0.01429029
2001-07-23 00:00:00+00:00,0.06727978
2001-07-24 00:00:00+00:00,-0.01030964
2001-07-25 00:00:00+00:00,0.01428467
2001-07-26 00:00:00+00:00,-0.00554134
2001-07-27 00:00:00+00:00,-0.00691060
2001-07-30 00:00:00+00:00,0.01080002
2001-07-31 00:00:00+00:00,0.00057903
2001-08-01 00:00:00+00:00,0.00532581
2001-08-02 00:00:00+00:00,-0.01226036
2001-08-03 00:00:00+00:00,0.00329638
2001-08-06 00:00:00+00:00,-0.01710486
2001-08-07 00:00:00+00:00,-0.03240018
2001-08-08 00:00:00+00:00,-0.04409150
2001-08-09 00:00:00+00:00,0.03371670
2001-08-10 00:00:00+00:00,0.10449753
2001-08-13 00:00:00+00:00,-0.00949167
2001-08-14 00:00:00+00:00,-0.00144793
2001-08-15 00:00:00+00:00,0.02433056
2001-08-16 00:00:00+00:00,-0.01276139
2001-08-17 00:00:00+00:00,-0.09264922
2001-08-20 00:00:00+00:00,0.04129687
2001-08-21 00:00:00+00:00,-0.02104792
2001-08-22 00:00:00+00:00,-0.02199212
2001-08-23 00:00:00+00:00,0.00359531
2001-08-24 00:00:00+00:00,0.05726016
2001-08-27 00:00:00+00:00,-0.02012444
2001-08-28 00:00:00+00:00,-0.02536590
2001-08-29 00:00:00+00:00,-0.04827004
2001-08-30 00:00:00+00:00,0.00960733
2001-08-31 00:00:00+00:00,0.01331879
2001-09-04 00:00:00+00:00,0.02583023
2001-09-05 00:00:00+00:00,0.04735040
2001-09-06 00:00:00+00:00,0.02133538
2001-09-07 00:00:00+00:00,0.01616317
2001-09-10 00:00:00+00:00,0.00130554
2001-09-13 00:00:00+00:00,-0.00007933
2001-09-14 00:00:00+00:00,0.00900138
2001-09-17 00:00:00+00:00,0.00820796
2001-09-18 00:00:00+00:00,-0.07593291
2001-09-19 00:00:00+00:00,0.00740116
2001-09-20 00:00:00+00:00,-0.00898471
2001-09-21 00:00:00+00:00,0.00142698
2001-09-24 00:00:00+00:00,-0.04789925
2001-09-25 00:00:00+00:00,-0.05060238
2001-09-26 00:00:00+00:00,-0.00006750
2001-09-27 00:00:00+00:00,0.01705618
2001-09-28 00:00:00+00:00,-0.00161493
2001-10-01 00:00:00+00:00,-0.02323297
2001-10-02 00:00:00+00:00,-0.04286697
2001-10-03 00:00:00+00:00,-0.03352891
2001-10-04 00:00:00+00:00,-0.07922243
2001-10-05 00:00:00+00:00,-0.10174317
2001-10-08 00:00:00+00:00,0.00515943
2001-10-09 00:00:00+00:00,-0.02057532
2001-10-10 00:00:00+00:00,-0.00954581
2001-10-11 00:00:00+00:00,0.02080540
2001-10-12 00:00:00+00:00,-0.00351542
2001-10-15 00:00:00+00:00,-0.11213313
2001-10-16 00:00:00+00:00,0.05084617
2001-10-17 00:00:00+00:00,0.01837417
2001-10-18 00:00:00+00:00,-0.06471489
2001-10-19 00:00:00+00:00,0.00256936
2001-10-22 00:00:00+00:00,0.01743795
2001-10-23 00:00:00+00:00,0.01474600
2001-10-24 00:00:00+00:00,0.00859634
2001-10-25 00:00:00+00:00,0.02580110
2001-10-26 00:00:00+00:00,0.01275940
2001-10-29 00:00:00+00:00,0.01440822
2001-10-30 00:00:00+00:00,-0.03302537
2001-10-31 00:00:00+00:00,-0.01553527
2001-11-01 00:00:00+00:00,-0.00092762
2001-11-02 00:00:00+00:00,0.01037673
2001-11-05 00:00:00+00:00,-0.01126454
2001-11-06 00:00:00+00:00,0.01907710
2001-11-07 00:00:00+00:00,-0.00435816
2001-11-08 00:00:00+00:00,-0.00263843
2001-11-09 00:00:00+00:00,0.01797353
2001-11-12 00:00:00+00:00,-0.01113492
2001-11-13 00:00:00+00:00,-0.00263231
2001-11-14 00:00:00+00:00,-0.00005111
2001-11-15 00:00:00+00:00,0.00253426
2001-11-16 00:00:00+00:00,0.00856541
2001-11-19 00:00:00+00:00,0.01282026
2001-11-20 00:00:00+00:00,-0.00005264
2001-11-21 00:00:00+00:00,0.02791277
2001-11-23 00:00:00+00:00,0.02002771
2001-11-26 00:00:00+00:00,-0.00337314
2001-11-27 00:00:00+00:00,0.00658952
2001-11-28 00:00:00+00:00,-0.00005319
2001-11-29 00:00:00+00:00,0.00575528
2001-11-30 00:00:00+00:00,-0.04550552
2001-12-03 00:00:00+00:00,-0.02547428
2001-12-04 00:00:00+00:00,-0.00262497
2001-12-05 00:00:00+00:00,-0.03447160
2001-12-06 00:00:00+00:00,-0.00005000
2001-12-07 00:00:00+00:00,0.01128794
2001-12-10 00:00:00+00:00,-0.02265786
2001-12-11 00:00:00+00:00,-0.01671417
2001-12-12 00:00:00+00:00,0.01057100
2001-12-13 00:00:00+00:00,0.01574045
2001-12-14 00:00:00+00:00,0.02081970
2001-12-17 00:00:00+00:00,-0.01813799
2001-12-18 00:00:00+00:00,0.03473344
2001-12-19 00:00:00+00:00,0.02348330
2001-12-20 00:00:00+00:00,-0.00586201
2001-12-21 00:00:00+00:00,-0.01009017
2001-12-24 00:00:00+00:00,-0.00761275
2001-12-26 00:00:00+00:00,-0.02454283
2001-12-27 00:00:00+00:00,-0.01287024
2001-12-28 00:00:00+00:00,-0.01979166
2001-12-31 00:00:00+00:00,-0.00872986
2002-01-02 00:00:00+00:00,-0.00615204
2002-01-03 00:00:00+00:00,0.00256607
2002-01-04 00:00:00+00:00,0.01299667
2002-01-07 00:00:00+00:00,0.01460587
2002-01-08 00:00:00+00:00,0.04275891
2002-01-09 00:00:00+00:00,0.00835531
2002-01-10 00:00:00+00:00,-0.00423229
2002-01-11 00:00:00+00:00,-0.00844725
